Stall Name,Cuisine,Shop Type,Address
Sweet Tarts Hong Kong Pastry,"['Cantonese', 'Chinese', 'Hong Kong']",Confectionery or Bakery,  Joo Chiat Road 427641
SYT Fish Soup & Ban Mian,['Chinese'],Kiosk or Stall, Ramada Singapore At Zhongshan Park Ah Hood Road 329984
Ah Yee Hong Kong Roasted,[None],Kiosk or Stall,#01-77 Old Airport Road Food Old Airport Road 390051
Ah Hoi's Kitchen,"['Chinese', 'Local', 'Seafood', 'Zi Char']",Restaurant,4F Hotel Jen Singapore Cuscaden Road 249716
Teochew Handmade Pau (Sembawang),"['Asian', 'Chinese', 'Snacks', 'Teochew']",Kiosk or Stall,#06-29 Food Xchange @ Admiralty Admiralty Street 757437
LiHO (Zhongshan Mall),"['Drinks', 'Juices', 'Singaporean']",Kiosk or Stall,#01-09 Zhongshan Mall Ah Hood Road 329984
Han's (Jem),"['Asian', 'International', 'Western']",Cafe,#B1-03 Jem Jurong Gateway Road 608549
Black Nut,"['Asian', 'Beer', 'Cocktails', 'Drinks', 'Pizza']",Bar or Pub, Peranakan Place Museum Emerald Hill Road 229287
Strong Flour (Katong V),"['Beer', 'Drinks', 'Pizza', 'Western']",Restaurant,#01-01/02 Katong V East Coast Road 428751
Ah Lim Coffee House,"['Drinks', 'Singaporean']",Kiosk or Stall,#01-114 North Bridge Road Market and  Food Centre North Bridge Road 198783
Hafudog,['Western'],Cafe,#01-03  Robinson Road 068876
Hong Mao Mian Jia (Ang Moh Noodle House),"['Cantonese', 'Chinese']",Restaurant,  Joo Chiat Road 427453
Jaan West Coast,"['Asian', 'Indian', 'Local']",Kiosk or Stall,#01-249 Tekka Market and Food Centre Buffalo Road 210665
The Sandwich Shop (Gateway East),"['Vegetarian', 'Western']",Cafe,#01-04 Gateway East Road Beach 189721
Fish Mart Sakuraya (West Coast Plaza),"['Asian', 'Japanese']",Groceries & Liquor,#B1-50 West Coast Plaza West Coast Road 127371
Ah Long Pancake (Sultan Plaza),"['Desserts', 'Local']",Kiosk or Stall,#01-26A Sultan Plaza Jalan Sultan 199001
Hainanese Delicacy,"['Asian', 'Chinese', 'Hainanese', 'Local']",Restaurant,#05-116 Far East Plaza Scotts Road 228213
Feast@East Buffet Restaurant,"['Asian', 'International']",Restaurant,Level 3 Grand Mercure Roxy Hotel East Coast Road 428769
West Co'z Cafe (West Coast Plaza),"['Chinese', 'Halal', 'Local', 'Singaporean', 'Thai']",Cafe,#02-23 West Coast Plaza West Coast Road 127371
Q-WA Bar and Yakitori,"['Asian', 'Japanese']",Bar or Pub,  East Coast Road 428756
Viet Sea Restaurant,"['Asian', 'Vietnamese']",Restaurant,  Joo Chiat Road 427555
Subway (Zhongshan Mall),"['American', 'Snacks', 'Western']",Cafe,#01-33/34 Zhongshan Mall Ah Hood Road 329984
Ah Lim Mee Pok (Bedok),['Chinese'],Kiosk or Stall, Kwek Seng Huat Eating House Bedok Road 469463
Butter & Spice,['North Indian'],Restaurant,#01-06 The Flow Mall East Coast Road 428778
PastaMania (Jem),"['European', 'Halal', 'Italian', 'Pizza', 'Western']",Restaurant,#04-26 Jem Jurong Gateway Road 608549
Max's Restaurant,"['Asian', 'Filipino']",Restaurant,#01-07 Far East Plaza Scotts Road 228213
Golden Gourmet Bak Kwa Pte. Ltd 金质肉干,"['Asian', 'Chinese', 'Snacks']",Food Retailer,#05-31 Food Xchange @ Admiralty Admiralty Street 757437
Black Nut,"['Asian', 'Beer', 'Cocktails', 'Drinks', 'Pizza']",Bar or Pub, Peranakan Place Museum Emerald Hill Road 229287
Jia Wei Chinese Restaurant,"['Asian', 'Cantonese', 'Chinese']",Restaurant,2F Grand Mercure Roxy Hotel East Coast Road 428769
Joo Heng Restaurant,"['Asian', 'Chinese', 'Zi Char']",Restaurant,  Joo Chiat Road 427605
Baikohken Ramen Restaurant (Katong Square),['Japanese'],Restaurant,#01-13 Katong Square East Coast Road 423371
Ah Hock Fried Hokkien Noodles,"['Chinese', 'Hokkien']",Kiosk or Stall,#01-27 Chomp Chomp Food Centre Kensington Park Road 557269
Georges MADBar & Grill (East Coast Road),"['American', 'Beer', 'Western']",Bar or Pub,  East Coast Road 459055
Nana Thai Restaurant,"['Asian', 'Halal', 'Indochinese', 'Thai']",Restaurant,#04-22/23/24 Far East Plaza Scotts Road 228213
Quentin's the Eurasian Restaurant,"['Asian', 'Eurasian', 'Fusion']",Restaurant, Eurasian Community House Ceylon Road 429744
McDonald's (Zhongshan Mall),"['American', 'Desserts', 'Halal', 'Snacks', 'Western']",Fast Food Place,#01-16 Zhongshan Mall Ah Hood Road 329984
Montreux Cafe,['Western'],Cafe, Siglap Centre Siglap Road 455871
Georges Hideout @ Seletar (Seletar),"['American', 'Beer', 'Western']",Bar or Pub,#02-02 Jtc Aviation Two @ Seletar Aerospace Park West Camp Road 797523
NaNa Original Thai Food (Clementi Road),['Thai'],Restaurant,  Clementi Road 129747
The Wall,"['Cocktails', 'Drinks', 'Japanese']",Bar or Pub, Tanjong Pagar Conservation Area Tanjong Pagar Road 088497
Zaffron Kitchen (East Coast Road),"['Asian', 'Indian', 'Local', 'North Indian', 'Singaporean', 'South Indian']",Restaurant,  East Coast Road 428822
Tong Ah Eating House,['Asian'],Cafe,  Keong Saik Road 089143
Sandwich Saigon Cafe,['Vietnamese'],Cafe,  East Coast Road 428792
Ah Lan,"['Asian', 'Desserts', 'Local', 'Singaporean']",Cafe, Old Airport Road Hawker Centre Old Airport Road 390051
La Pizzeria at The Bridge & Beacon Bar,"['Drinks', 'Italian', 'Pizza']",Restaurant,Level 2  West Coast Ferry Road 126887
Shi Li Fang (West Coast Plaza),"['Steamboat', 'Taiwanese']",Restaurant,#02-24 West Coast Plaza West Coast Road 127371
Toast Box (Zhongshan Mall),"['Asian', 'Chinese', 'Local', 'Malaysian', 'Singaporean']",Cafe,#01-11/14 Zhongshan Mall Ah Hood Road 329984
Long John Silver's (West Coast Plaza),"['American', 'Halal', 'Western']",Fast Food Place,#B1-49 West Coast Plaza West Coast Road 127371
The Dancing Elephant,['Desserts'],Kiosk or Stall,#01-12 Zhongshan Mall Ah Hood Road 329984
IZA,"['Asian', 'Drinks', 'Japanese', 'Singaporean']",Bar or Pub,  East Coast Road 459059
New Station Snack Bar,"['Asian', 'Chinese']",Kiosk or Stall,#05-95 Far East Plaza Scotts Road 228213
Picotin Express (East Coast),"['European', 'Italian', 'Western', 'Wine']",Restaurant,  Joo Chiat Road 427622
WOK,"['Chinese', 'Fusion', 'Japanese', 'Malaysian', 'Thai']",Restaurant,  Tuas Bay Drive 637548
Economical Bee Hoon,[None],Kiosk or Stall,  Senoko South Road 758075
Ah Tee Ko Ko Mee,"['Chinese', 'Snacks']",Kiosk or Stall,#02-131 Amoy Street Food Centre Maxwell Road 069111
North South East West Fusion Restaurant (Tanjong Katong),"['Fusion', 'Vegetarian']",Restaurant,  Tanjong Katong Road 436998
British Hainan,"['European', 'Western']",Restaurant,  Carpmael Road 429812
Ah Seng Durian,"['Asian', 'Fruits & Drinks', 'Malaysian']",Kiosk or Stall,#01-119 & #01-122 Blk20 Ghim Moh Road Market & Cooked Food Centre Ghim Moh Road 270020
Ah Hak Bak Kut Teh,"['Local', 'Singaporean']",Kiosk or Stall, Kai Juan Coffeeshop Balestier Road 329800
Thonglor Thai Cuisine (West Coast Plaza),"['Seafood', 'Steamboat', 'Thai']",Restaurant,#02-25 West Coast Plaza West Coast Road 127371
Homeland Penang Delights,"['Asian', 'Malaysian']",Kiosk or Stall, Zhongshan Mall Ah Hood Road 329984
Beach Road Prawn Noodles (East Coast),"['Asian', 'Chinese', 'Local']",Kiosk or Stall,  East Coast Road 428981
Ocean Seafood (Woodlands Ring Road),"['Chinese', 'Seafood', 'Zi Char']",Restaurant,#01-01  Woodlands Ring Road 731630
The Sushi Bar (Far East Plaza),"['Asian', 'Japanese']",Restaurant,#04-28 Far East Plaza Scotts Road 228213
Kinara (Upper East Coast Rd),"['Asian', 'Indian', 'North Indian', 'Vegetarian']",Restaurant,  Upper East Coast Road 455265
Armoury Craft Beer and Steak,"['American', 'Beer', 'Cocktails', 'Drinks', 'Western']",Bar or Pub, South Beach Quarter Beach Road 189677
Sweet Tarts Hong Kong Pastry,"['Cantonese', 'Chinese', 'Hong Kong']",Confectionery or Bakery,  Joo Chiat Road 427641
Peng Guan,['Local'],Food Retailer, Food Xchange @ Admiralty Admiralty Street 757437
Kra Pow Thai Street Food,['Thai'],Kiosk or Stall,#03-26 & 27 Far East Plaza Scotts Road 228217
WOLAA Kitchen & Bar,"['Asian', 'Beer', 'Cocktails', 'Drinks', 'Western']",Restaurant,  East Coast Road 428984
Do & Me BBQ Fried Chicken Western Food,['Western'],Kiosk or Stall,#01-01 Teban Gardens Market and Food Centre Teban Gardens Road 601037
Ah Chiang's Porridge (Jem),"['Asian', 'Cantonese', 'Chinese', 'Snacks']",Kiosk or Stall,#B1-40 Jem Jurong Gateway Road 608549
New Station Snack Bar,"['Asian', 'Chinese']",Kiosk or Stall,#05-95 Far East Plaza Scotts Road 228213
Oriole Coffee Roasters,"['American', 'Western']",Cafe,#01-36 Food Xchange @ Admiralty Admiralty Street 757437
Mr Teh Tarik (Geylang),"['Halal', 'Indian', 'Indonesian', 'Malaysian']",Kiosk or Stall,#01-02 Tristar Complex Geylang Road 423492
Soi Thai Soi Nice (JEM),['Thai'],Restaurant,#03-21 Jem Jurong Gateway Road 608549
Starbucks (Zhongshan Mall),"['American', 'European', 'Western']",Cafe,#01-18A Zhongshan Mall Ah Hood Road 329984
Kartika Jaya Indonesian Food,"['Asian', 'Indonesian', 'Malaysian']",Restaurant,  East Coast Road 428752
Nanbantei Japanese Restaurant (Far East Plaza),"['Japanese', 'Steak and Grills']",Restaurant,#05-132 Far East Plaza Scotts Road 228213
Flavours of Ah Chew,[None],Hawker,#B1-20/27 Capitol Piazza Stamford Road 178905
Ah Du,"['Chinese', 'Snacks']",Kiosk or Stall,#01-02 Kallang Estate Food Centre Old Airport Road 397972
Rakuya,['Japanese'],Restaurant, Nil East Coast Road 428790
Mixed Veg Rice,[None],Kiosk or Stall,  Senoko South Road 758075
Zhen Jie Dessert Ah Balling,"['Asian', 'Chinese', 'Desserts', 'Local', 'Singaporean']",Confectionery or Bakery,#02-113 Amoy Street Food Centre Maxwell Road 069111
BreadTalk (ZhongShan Mall),"['Desserts', 'Snacks']",Cafe,#01-10/13 ZhongShan Mall Ah Hood Road 329984
East Treasure Chinese Restaurant,"['Asian', 'Chinese', 'Singaporean']",Restaurant,#01-16 Uob Clarke Quay River Valley Road 179021
Wiser Sports Bar,"['Beer', 'Drinks', 'Wine']",Bar or Pub,#01-02/03 Hometeamns-jom @ Balestier Ah Hood Road 329979
Rasa Istimewa Woodlands Waterfront Restaurant,"['Halal', 'Seafood', 'Western']",Restaurant, Woodlands Waterfront Park Admiralty Road West 757445
Yun Ga Traditional Korean Restaurant,['Korean'],Restaurant,#03-12 Katong V East Coast Road 428751
Penny University,"['English', 'European', 'Western']",Cafe, Le Peranakan Hotel East Coast Road 428997
PastaMania (Jem),"['European', 'Halal', 'Italian', 'Pizza', 'Western']",Restaurant,#04-26 Jem Jurong Gateway Road 608549
Ng Ah Sio (Chui Huay Lim Club),"['Asian', 'Chinese', 'Local', 'Singaporean']",Restaurant,#01-03 Chui Huay Lim Club Keng Lee Road 308409
Thunder Tea Rice (Joo Chiat),"['Asian', 'Chinese', 'Hakka']",Cafe,#01-04  Joo Chiat Road 427585
GRUB (Balestier),['Western'],Restaurant,#01-06 HomeTeamNS-JOM Clubhouse Ah Hood Road 329979
The Communal Place,['Western'],Cafe,  Joo Chiat Road 427677
Yong Huat,"['Chinese', 'Local', 'Singaporean']",Kiosk or Stall,  East Coast Road 428810
Ah Luck Bean Curd,"['Desserts', 'Drinks', 'Local']",Kiosk or Stall,#01-17 Tanglin Halt Market Tanglin Halt Road 142048
T.K Kitchen (37 Teban Garden),"['Chinese', 'Zi Char']",Coffee Shop,#01-302/306  Teban Gardens Road 600037
Sea Tripod @ Garden,"['Seafood', 'Steamboat']",Restaurant,#01-02  Jurong Gateway Road 608512
"Ah Yi Handmade Noodle, Fish Soup",['Chinese'],Kiosk or Stall,#02-23 Woodlands Centre Road Food Centre Woodlands Centre Road 731004
Quentin's the Eurasian Restaurant,"['Asian', 'Eurasian', 'Fusion']",Restaurant, Eurasian Community House Ceylon Road 429744
Al Amaan Restaurant,"['Asian', 'Indian', 'Indochinese', 'South Indian', 'Thai', 'Western']",Restaurant,  Clementi Road 129742
TenEleven Cupcakes,"['Desserts', 'Snacks']",Consumer Shop,#01-54/55 Far East Plaza Scotts Road 228213
Ocean Seafood (Woodlands Ring Road),"['Chinese', 'Seafood', 'Zi Char']",Restaurant,#01-01  Woodlands Ring Road 731630
Sin Heng Claypot Bak Kut Teh,"['Asian', 'Chinese', 'Local', 'Singaporean']",Kiosk or Stall,  Joo Chiat Road 427652
Maddie's Kitchen,['Local'],Kiosk or Stall,#05-26 Far East Plaza Scotts Road 228213
Lower East Side Taqueria,"['Latin American', 'Mexican']",Restaurant,  East Coast Road 428746
328 Katong Laksa (51 East Coast Road),"['Asian', 'Chinese', 'Local', 'Nonya / Peranakan']",Kiosk or Stall,  East Coast Road 428770
Ah Xiao Teochew Braised Duck (Golden Mile),"['Asian', 'Chinese', 'Teochew']",Kiosk or Stall,#B1-43 Golden Mile Food Centre Beach Road 199583
ThaiExpress (Ramada Singapore At Zhongshan Park),"['Asian', 'Thai']",Restaurant,#01-17 Zhongshan Mall Ah Hood Road 329984
Doong Ji Korean Restaurant,"['Asian', 'Korean']",Restaurant,  East Coast Road 428919
Ah Lim Mee Pok You Mian Kway Teow Mee,"['Asian', 'Chinese']",Kiosk or Stall, Soy Eu Tua Coffee Shop Upper East Coast Road 455207
Chef Heng,"['Asian', 'Chinese', 'Local', 'Singaporean', 'Teochew']",Restaurant,  Upper East Coast Road 455211
Long Phung,"['Asian', 'Indochinese', 'Vietnamese']",Restaurant,  Joo Chiat Road 427436
The EMOs,"['Drinks', 'Western']",Bar or Pub,  East Coast Road 428999
Upin Hot Pot (West Coast Plaza),['Chinese'],Restaurant,#01-02 West Coast Plaza West Coast Road 127371
Toast Box (West Coast Plaza),"['Asian', 'Chinese', 'Local', 'Malaysian', 'Singaporean']",Cafe,#B1-01/02 West Coast Plaza West Coast Road 127371
Ah Balling Peanut Soup (Golden Mile Food Centre),"['Chinese', 'Desserts']",Kiosk or Stall,#01-75 Golden Mile Food Centre Beach Road 199583
WOLAA Kitchen & Bar,"['Asian', 'Beer', 'Cocktails', 'Drinks', 'Western']",Restaurant,  East Coast Road 428984
Aspire Cafe,['Fusion'],Cafe,#02-01  Joo Chiat Road 427729
Dunman Road Char Siew Wan Ton Mee,['Chinese'],Kiosk or Stall,#02-19 Dunman Road Food Centre Onan Road 424768
Ah Huat Cafe,['Drinks'],Hawker,#01-09 Dunman Food Centre Onan Road 424768
Kota88 Restaurant,['Indonesian'],Restaurant,#01-02 Springvale East Coast Road 459107
East Ocean Teochew Restaurant,"['Asian', 'Cantonese', 'Chinese', 'Dim Sum', 'Teochew']",Restaurant,#05-08/09 Ngee Ann City Orchard Road 238872
Ah Wah Rojak,"['Chinese', 'Snacks']",Kiosk or Stall,#01-197 Bedok South Market and Food Centre Bedok South Road 460016
Ah Pang Steamboat Seafood,"['Chinese', 'Seafood', 'Steamboat', 'Zi Char']",Kiosk or Stall,#02-21 Mei Chin Road Market Mei Chin Road 140159
Tolido's,"['European', 'Fusion', 'Italian', 'Western']",Cafe, Omni Theatre of Singapore Science Centre Jurong Town Hall Road 609433
Time Table Cafe (East Village),['Desserts'],Cafe, East Village Upper Changi Road 487048
Sugarena,['Desserts'],Confectionery or Bakery,  Woodlands Ring Road 730658
Gina's (Dunman Food Centre),"['Indian', 'Snacks']",Kiosk or Stall,#01-06 Dunman Road Food Centre Onan Road 424768
Susan Chan Food,['Chinese'],Hawker,#05-112 Far East Plaza Scotts Road 228213
Lao Huo Tang (Jem),"['Asian', 'Cantonese', 'Chinese']",Restaurant,#03-23 Jem Jurong Gateway Road 608549
Subway (West Coast Plaza),"['American', 'Snacks', 'Western']",Cafe,#B1-13 West Coast Plaza West Coast Road 127371
Waan Cha (Seletar),"['Desserts', 'Drinks']",Cafe,#02-02 Jtc Aviation Two @ Seletar Aerospace Park West Camp Road 797523
Shashlik Restaurant,"['European', 'Russian', 'Western']",Restaurant,#06-19 Far East Shopping Centre Orchard Road 238882
Ah Yat Seafood Restaurant (The Grandstand),"['Asian', 'Chinese', 'Seafood']",Restaurant,#03-01/02 The Grandstand Turf Club Road 287994
Ah Yee Hong Kong Roasted,[None],Kiosk or Stall,#01-77 Old Airport Road Food Old Airport Road 390051
Chulop! (East Village),"['Desserts', 'Halal', 'Snacks']",Kiosk or Stall,#01-59 East Village Upper Changi Road 487048
Moments of Delight,"['Snacks', 'Western']",Cafe,#01-05 Kurau Court Telok Kurau Road 423910
Cool Cats (Temporarily Closed),"['Cocktails', 'Drinks', 'Wine']",Bar or Pub, The NCO Club Beach Road 189764
Ah Er Soup (Yuan Ching Road),['Chinese'],Kiosk or Stall,#01-01 Jurong Leisure Complex Yuan Ching Road 618642
Din Tai Fung (Jem),"['Asian', 'Chinese', 'Shanghainese', 'Taiwanese']",Restaurant,#02-07 Jem Jurong Gateway Road 608549
Warong Kim's Seafood,"['Chinese', 'Seafood']",Restaurant,#01-07 Hometeam NS - JOM Balestier Ah Hood Road 329979
RCS Sports Bistro,"['Thai', 'Western']",Restaurant,  Joo Chiat Road 427678
Heng Heng Prawn Mee Soup,"['Chinese', 'Local', 'Singaporean']",Kiosk or Stall,#02-12 Dunman Road Food Centre Onan Road 424768
Ah Wing's Wanton Mee,"['Asian', 'Chinese']",Kiosk or Stall,#01-108 Empress Road Market and Food Centre Empress Road 260007
Katong Jago Carrot Cake,['Snacks'],Kiosk or Stall,  East Coast Road 428925
Ah Lim Mee Pok (Bedok),['Chinese'],Kiosk or Stall, Kwek Seng Huat Eating House Bedok Road 469463
Ng Ah Sio Pork Ribs Soup Eating House (Rangoon),"['Asian', 'Chinese', 'Local', 'Singaporean']",Restaurant, Hong Building Rangoon Road 218453
Ah Li Fresh Fruit Juice,"['Fruits & Drinks', 'Juices', 'Snacks']",Kiosk or Stall,#02-10 Woodlands Centre Road Food Centre Woodlands Centre Road 731004
Ah Khoo Kopi Toast (Kinex),['Chinese'],Cafe,#B1-K3 Kinex Tanjong Katong Road 437157
KoffeeArt Cafe,"['Desserts', 'Drinks']",Cafe,#B1-06/07 West Coast Plaza West Coast Road 127371
Ah Ma Kopi,"['Asian', 'Snacks']",Cafe,#01-207  Mcnair Road 320112
Ah Chiang's Porridge (Tiong Poh Rd),"['Asian', 'Cantonese', 'Chinese', 'Snacks']",Kiosk or Stall,#01-38  Tiong Poh Road 160065
Food R Us (East Coast Road),"['Asian', 'Chinese', 'Nonya / Peranakan', 'Zi Char']",Cafe,  East Coast Road 428994
Dunman Duck Rice,['Chinese'],Kiosk or Stall,#01-10 Dunman Road Food Centre Onan Road 424768
Penny University,"['English', 'European', 'Western']",Cafe, Le Peranakan Hotel East Coast Road 428997
Ichiban Boshi (Jem),"['Asian', 'Japanese']",Restaurant,#B1-01 Jem Jurong Gateway Road 608549
Tea Villa Cafe Singapore,"['Indian', 'Mexican', 'Western']",Cafe,  East Coast Road 428794
Ah Lock Curry Rice,['Chinese'],Kiosk or Stall,#01-109 North Bridge Road Market and  Food Centre North Bridge Road 198783
Tonkin (West Sea Gardens),['Vietnamese'],Restaurant, West Sea Gardens Pasir Panjang Road 118511
Jalan Kayu Prata Cafe (West Coast Plaza),"['Asian', 'Halal', 'Indian', 'Pakistani', 'Singaporean']",Cafe,#B1-09 West Coast Plaza West Coast Road 127371
Boon Tong Kee (East Coast Road),"['Asian', 'Chinese', 'Hainanese', 'Local', 'Singaporean', 'Zi Char']",Restaurant,  East Coast Road 428902
Say Seng Famous Tau Kwa Pau,"['Asian', 'Chinese']",Kiosk or Stall,#01-05 Dunman Road Food Centre Onan Road 424768
Five Star Hainanese Chicken Rice (East Coast Road),"['Asian', 'Chinese', 'Hainanese', 'Local', 'Singaporean']",Restaurant,  East Coast Road 428897
8 Korean BBQ (Shaw Centre),"['Asian', 'Barbecue', 'Korean']",Restaurant,#04-20/21 Shaw Centre Scotts Road 228208
Chippy British Take Away (Far East Plaza),"['English', 'European', 'Snacks', 'Western']",Kiosk or Stall,"#01-16C Far East Plaza Scotts Road, #01-16C Far East Plaza 228213"
Baikohken Ramen Restaurant (Katong Square),['Japanese'],Restaurant,#01-13 Katong Square East Coast Road 423371
Nine Thirty by Awfully Chocolate (East Coast Road),"['American', 'Desserts', 'Western']",Restaurant,  East Coast Road 428816
P.O.D Bistro,"['Chinese', 'Drinks', 'Western']",Bar or Pub,  East Coast Road 459060
Starbucks (Jem),"['American', 'European', 'Western']",Cafe,#01-02 Jem Jurong Gateway Road 608549
Ah Chew Desserts (Novena),"['Asian', 'Cantonese', 'Desserts', 'Hong Kong']",Cafe, Goldhill Shopping Centre Thomson Road 307627
Greenview Cafe,"['Asian', 'Chinese', 'Local']",Cafe,#04-96 Far East Plaza Scotts Road 228213
Mookata (Katong),"['Asian', 'Chinese', 'Indochinese', 'Steamboat', 'Thai']",Restaurant,  East Coast Road 428797
Chir Chir Singapore (Jem),['Korean'],Restaurant,#04-13/14 Jem Jurong Gateway Road 608549
Nakhon Kitchen (West Sea Gardens),"['Asian', 'Indochinese', 'Thai']",Restaurant, West Sea Gardens Pasir Panjang Road 118510
Ya Kun Kaya Toast (Far East Plaza),"['Local', 'Singaporean']",Cafe,#01-16 Far East Plaza Scotts Road 228213
Yi Xing Xuan Teahouse,"['Asian', 'Chinese']",Restaurant,  Tanjong Pagar Road 088453
Next Door Cafe,"['European', 'Western']",Cafe, Frankel Estate East Coast Road 459061
Eno-Oka Japanese Restaurant,"['Asian', 'Japanese']",Restaurant,  Joo Chiat Road 427664
The Sushi Bar (Far East Plaza),"['Asian', 'Japanese']",Restaurant,#04-28 Far East Plaza Scotts Road 228213
Yong Huat,"['Chinese', 'Local', 'Singaporean']",Kiosk or Stall,  East Coast Road 428810
Mixed Veg Rice,[None],Kiosk or Stall,  Senoko South Road 758075
Strictly Pastry,['Desserts'],Confectionery or Bakery,  Joo Chiat Road 427521
Ah Ngeow Cooked Food,"['Chinese', 'Seafood', 'Zi Char']",Kiosk or Stall,23/24 Bedok Food Centre Bedok Road 469572
