Stall Name,Cuisine,Shop Type,Address
V6 Food Court,"['Asian', 'Local', 'Singaporean']",Restaurant,  Choa Chu Kang Crescent 681678
Koon Kee Restaurant,"['Asian', 'Chinese', 'Indochinese', 'Thai']",Bar or Pub,  Yio Chu Kang Road 545568
Mr Bean (Choa Chu Kang MRT Station),"['Desserts', 'Drinks', 'Snacks']",Kiosk or Stall,#01-03 Choa Chu Kang MRT Station Choa Chu Kang Avenue 4 689810
Si Yang Steam Soup,['Chinese'],Kiosk or Stall,#01-1747 S-11 (AMK 450) Food House Ang Mo Kio Avenue 10 560450
MOS Burger (Lot One Shoppers' Mall),"['Asian', 'Japanese', 'Western']",Fast Food Place,#B1-K7/K8 Lot One Shoppers' Mall Choa Chu Kang Avenue 4 689812
Domino's Pizza (Chua Chu Kang),"['American', 'European', 'Halal', 'Italian', 'Western']",Fast Food Place,#01-01 Keat Hong Shopping Centre Choa Chu Kang 680253
Toast Box (Yew Tee Point),"['Asian', 'Chinese', 'Local', 'Malaysian', 'Singaporean']",Cafe,#01-03 Yew Tee Point Choa Chu Kang North 6 689578
Weili Bah Kut Teh,['Singaporean'],Kiosk or Stall,#01-526  Ang Mo Kio Avenue 4 560159
Hong Ji Claypot Bak Kut Teh (Seletar Garden),"['Asian', 'Chinese', 'Local', 'Singaporean']",Kiosk or Stall,#01-14 Seletar Garden Cactus Road 809738
Ang Mo Kio 453 Wanton Noodle,['Chinese'],Kiosk or Stall, Mayflower Market And Food Centre Ang Mo Kio Avenue 4 560162
Markozar,"['Desserts', 'Halal', 'Indonesian']",Kiosk or Stall, Rasa-Rasa Teck Whye Lane 680160
PiE KiA (Choa Chu Kang),[None],Confectionery or Bakery,#01-22 Choa Chu Kang Exchange Choa Chu Kang Avenue 4 689810
Ice Karaoke Pub,[None],Bar or Pub,  Yio Chu Kang Road 545565
House of Desserts (AMK),"['Chinese', 'Desserts', 'Local']",Kiosk or Stall,#01-05 Blk 724 Ang Mo Kio Food Centre Ang Mo Kio Avenue 6 560724
Ding Ji (Keat Hong 803),['Chinese'],Kiosk or Stall,#01-01 Keat Hong Pride Keat Hong Close 680803
Jia Jia Yong Tau Fu,['Chinese'],Kiosk or Stall,#01-36 Blk 724 Ang Mo Kio Food Centre Ang Mo Kio Ave 6 560724
TenderFresh (Yew Tee Point),"['Halal', 'Snacks', 'Western']",Kiosk or Stall,#B1-37 Yew Tee Point Choa Chu Kang North 6 689578
Stickies Bar @Tagore Lane,"['Beer', 'Drinks', 'Western']",Bar or Pub,#05-07 EBC Lifestyle Hub Tagore Lane 787494
Seoul Shiok(Ang Mo Kio),"['Asian', 'Korean']",Kiosk or Stall,#01-526 Nil Ang Mo Kio Avenue 4 Nature Park F&B Coffee Shop 560159
Baker Talent (Choa Chu Kang),"['Snacks', 'Western']",Confectionery or Bakery,#01-723  Choa Chu Kang Avenue 4 680303
Veggie House & Max See (Jubilee Square),"['Local', 'Vegetarian']",Kiosk or Stall,#01-06 Jubilee Square Ang Mo Kio Avenue 8 569814
Stall #01-04 (Blk 724 Ang Mo Kio Food Centre),['Chinese'],Kiosk or Stall,#01-04 Blk 724 Ang Mo Kio Food Centre Ang Mo Kio Avenue 6 560724
Ang Mo Kio Dessert,"['Chinese', 'Desserts']",Kiosk or Stall,#01-33 Blk 162 Ang Mo Kio Food Centre Ang Mo Kio Avenue 4 560162
Hup Lee Economical Bee Hoon,['Chinese'],Kiosk or Stall,#01-24 Blk 724 Ang Mo Kio Food Centre Ang Mo Kio Avenue 6 560724
La Pizzaiola (Kalidasa Avenue),"['European', 'Italian', 'Western']",Restaurant,  Kalidasa Avenue 789398
Bake Inc. (Choa Chu Kang 810),"['Desserts', 'Local', 'Snacks']",Confectionery or Bakery,#01-10  Choa Chu Kang Avenue 7 681810
ChopS! Grill & Sides (Ang Mo Kio),['Western'],Kiosk or Stall, Broadway Coffeeshop Ang Mo Kio Avenue 6 560727
Zhou Ji Wanton Noodle,['Chinese'],Kiosk or Stall,#01-14 Market & Hawker Centre (blk 724 Ang Mo Kio Ave 6) Ang Mo Kio Avenue 6 560724
Yu Kee Duck And Noodle House (AMK Hub),"['Asian', 'Local', 'Singaporean']",Cafe,#03-12 Ang Mo Kio Hub Ang Mo Kio Ave 3 569933
Four Leaves (Lot One Shoppers' Mall),"['Desserts', 'Snacks']",Confectionery or Bakery,#B1-K14/K15/20 Lot One Shoppers' Mall Choa Chu Kang Avenue 4 689812
KFC (Yew Tee Point),"['Halal', 'Western']",Fast Food Place,#01-19/20 Yew Tee Point Choa Chu Kang North 6 689578
Imperial Court (Temporarily Closed),"['Asian', 'Chinese']",Restaurant,#03-01 The Grassroots Club Ang Mo Kio Avenue 8 568046
Xi De Li (Lot One Shoppers' Mall),"['Chinese', 'Desserts', 'Snacks']",Kiosk or Stall,#B1-K2 Lot One Shoppers' Mall Choa Chu Kang Avenue 4 689812
Bistro Ragtime,"['Beer', 'European', 'Italian', 'Western', 'Wine']",Restaurant,  Kalidasa Avenue 789398
Maisal Nasi Padang,"['Halal', 'Malaysian']",Kiosk or Stall,  Yio Chu Kang Road 545515
Bee Cheng Hiang (Lot One Shoppers' Mall),['Snacks'],Food Retailer,#B1-K11/12 Lot One Shoppers' Mall Choa Chu Kang Avenue 4 689812
Xiang Kee,['Chinese'],Kiosk or Stall,#01-03 Blk 162 Ang Mo Kio Food Centre Ang Mo Kio Avenue 4 560162
Joo Chiat Kim Choo Traditional Rice Dumplings (Ang Mo Kio Avenue 6),"['Chinese', 'Snacks']",Kiosk or Stall,#01-15 Blk 724 Ang Mo Kio Food Centre Ang Mo Kio Avenue 6 560724
Bake Inc. (Choa Chu Kang 810),"['Desserts', 'Local', 'Snacks']",Confectionery or Bakery,#01-10  Choa Chu Kang Avenue 7 681810
Chef Hong H.K. Bakery (Ang Mo Kio),"['Chinese', 'Hong Kong', 'Snacks']",Confectionery or Bakery,#01-2552  Ang Mo Kio Avenue 8 560704
J K Famous Roti Prata,"['Asian', 'Chinese']",Kiosk or Stall,#01-719  Choa Chu Kang Ave 4 680302
Sushi Deli (Yew Tee),"['Asian', 'Japanese']",Cafe,#B1-48 Yew Tee Point Choa Chu Kang North 6 689578
Abang by Pondok Abang,"['Asian', 'Local', 'Malaysian']",Kiosk or Stall,#01-03 Clementi 448 Market & Food Centre Clementi Avenue 3 120448
Hong Kao Liao Li (Clementi),"['Desserts', 'Snacks']",Confectionery or Bakery,#01-241D  Clementi Avenue 3 120449
Li Fang Porridge,['Chinese'],Kiosk or Stall,#01-11 Blk 724 Ang Mo Kio Food Centre Ang Mo Kio Avenue 6 560724
FOTIA,"['Greek', 'Mediterranean']",Restaurant,  Club Street 069400
Hong Ji Satay Beehoon,['Chinese'],Kiosk or Stall,#01-35 Clementi 448 Market & Food Centre Clementi Avenue 3 120448
Yuan Chun Famous Lor Mee,"['Asian', 'Chinese']",Kiosk or Stall,#02-79/80 Amoy Street Food Centre Maxwell Road 069111
Ji Xiang,"['Chinese', 'Local', 'Vegetarian']",Kiosk or Stall,#01-44 Clementi 448 Market & Food Centre Clementi Avenue 3 120448
Juewei (Seletar Mall),['Chinese'],Kiosk or Stall,#B1-K10 The Seletar Mall Sengkang West Avenue 797653
Chuan Kee Fried Kway Teow,"['Asian', 'Chinese', 'Local']",Kiosk or Stall,#01-41 Whampoa Makan Place Whampoa Drive 320090
PrimaDeli (Clementi West),['Desserts'],Confectionery or Bakery,#01-158  Clementi West Street 2 120722
Coffee Kid,[None],Hawker,#01-30 Clementi 448 Market & Food Centre Clementi Avenue 3 120448
Si Chuan Chef,['Chinese'],Restaurant,#01-271 Hdb-clementi Clementi Avenue 3 120450
Qiu Lian Ban Mian (Bishan Street),"['Chinese', 'Snacks']",Kiosk or Stall,Stall 11  Bishan Street 11 570504
V6 Food Court,"['Asian', 'Local', 'Singaporean']",Restaurant,  Choa Chu Kang Crescent 681678
Song Fa Bak Kut Teh (The Seletar Mall),"['Asian', 'Chinese', 'Local', 'Singaporean', 'Teochew']",Restaurant,#01-39/40/41 The Seletar Mall Sengkang West Avenue 797653
Ding Ji (Hougang 327),['Chinese'],Kiosk or Stall,#01-156  Hougang Avenue 5 530327
Canadian 2 for 1 Pizza (Jurong West),['Western'],Kiosk or Stall,#01-397  Jurong West Street 42 640557
Shou Fuku Tonkatsu & Ramen Specialty Restaurant,['Japanese'],Restaurant,Level 3 Big Box Venture Avenue 608521
Tasty Barbecue Charcoal Grill,"['Chinese', 'Hainanese', 'Western']",Kiosk or Stall,#01-64 Newton Food Centre Clemenceau Avenue North 229495
Cafe Melba at Mediapolis,"['Australian', 'European', 'Italian', 'Pizza', 'Western']",Cafe,#03-01 Mediacorp Campus Stars Avenue 138507
Crab Party,"['Asian', 'Chinese', 'Local', 'Seafood', 'Singaporean', 'Zi Char']",Restaurant,  Yio Chu Kang Road 545576
District 10 Bar & Restaurant (UE Square),"['Beer', 'European', 'Italian', 'Pizza', 'Western', 'Wine']",Bar or Pub,#01-15/16/17 UE Square Clemenceau Avenue 239917
Tendon Kohaku (Boat Quay),['Japanese'],Restaurant,#01-01 Boat Quay Circular Road 049418
Polar Cafe,"['Fruits & Drinks', 'Local']",Kiosk or Stall,#01-08 Commonwealth Drive Food Centre Commonwealth Drive 140001
Koon Bak Kut Teh (Cheong Chin Nam Road),"['Asian', 'Chinese']",Restaurant,  Cheong Chin Nam Road 599735
Dessert House,"['Desserts', 'Local']",Kiosk or Stall,#01-25 Teck Ghee Square Food Centre Ang Mo Kio Avenue 10 560409
Ding Ji (Clementi 345),['Chinese'],Kiosk or Stall,#01-104  Clementi Avenue 5 120345
Yang Kee Pure Soup,"['Asian', 'Chinese']",Kiosk or Stall,#01-294 Bgain 727 Eating House Clementi West Street 127627
KFC (Gek Pok Ville),"['Halal', 'Western']",Fast Food Place,#01-02 Gek Pok Ville Community Club Jurong West Street 74 649149
Sugar Cane Juice Centre,"['Drinks', 'Fruits & Drinks', 'Juices']",Kiosk or Stall,#01-44 Blk 724 Ang Mo Kio Food Centre Ang Mo Kio Avenue 6 560724
Swee Heng 1989 Classic (The Clementi Mall),"['Desserts', 'Halal']",Confectionery or Bakery,#B1-K1/K2 The Clementi Mall Commonwealth Avenue West 129588
Chicken With A Difference,"['Chinese', 'Hainanese']",Kiosk or Stall,#01-486 Commonwealth Avenue Cooked Food Centre Commonwealth Avenue 140040
Good Good Prawn Noodles,['Chinese'],Kiosk or Stall,#01-07 Kebun Baru Food Centre Ang Mo Kio Street 22 568226
Indian Palace (Newton Food Centre #01-64),['Indian'],Kiosk or Stall,#01-64 Newton Food Centre Clemenceau Avenue North 229495
Ke Lao Hello Dessert,['Desserts'],Kiosk or Stall,#01-29 Clementi 448 Market & Food Centre Clementi Avenue 3 120448
Madina Tandoori,['Indian'],Kiosk or Stall,#01-57 Newton Food Centre Clemenceau Avenue North 229495
Ah Biao Wanton Noodle (Pahang St),['Chinese'],Kiosk or Stall,  Pahang Street 198613
Fa Fu,['Chinese'],Kiosk or Stall,#01-13 Kebun Baru Food Centre Ang Mo Kio Street 22 568226
Chemealeon,"['Drinks', 'Juices']",Kiosk or Stall,#01-04A The Arcade Collyer Quay 049317
Song Fish Soup,['Chinese'],Kiosk or Stall,#01-38 Clementi 448 Market & Food Centre Clementi Avenue 3 120448
Al-Amin Indian Muslim Food,"['Halal', 'Indian', 'Malaysian']",Kiosk or Stall,#01-26 Newton Food Centre Clemenceau Avenue North 229495
Side Walk Seafood (Jurong East),"['Asian', 'Chinese', 'Seafood']",Restaurant,#01-211  Jurong East Street 13 600130
Kinou,"['Cocktails', 'Drinks', 'Fusion', 'International', 'Snacks']",Restaurant, Tanjong Pagar Conservation Area Tras Street 079020
Hong Kong Street Jiu Ji,"['Chinese', 'Seafood']",Restaurant, Chong Pang Garden Yishun Ring Road 760110
Syed Ishak Teh Tarik Drink Stall,['Drinks'],Kiosk or Stall,#01-38 Newton Circus Food Centre Clemenceau Avenue North 229495
Stickies Bar @ Keng Cheow (Keng Cheow),"['Beer', 'Drinks', 'Western']",Bar or Pub,#01-10 The Riverside Piazza Keng Cheow Street 059608
Time For Thai,"['Indochinese', 'Thai']",Restaurant,  Cheong Chin Nam Road 599739
J K Famous Roti Prata,"['Asian', 'Chinese']",Kiosk or Stall,#01-719  Choa Chu Kang Ave 4 680302
COLLIN’S® Grille.Bento (Hougang Block 159 Multi Storey Car Park),['Western'],Restaurant,#01-02 Multi Storey Car Park Hougang Street 11 531159
Menya Kokoro (100AM),['Japanese'],Restaurant,#02-10 100 AM Tras Street 079027
Fong's Dee Curry Puff,"['Asian', 'Local', 'Snacks']",Kiosk or Stall,#01-31 Clementi 448 Market & Food Centre Clementi Avenue 3 120448
Teochew Fishball,"['Asian', 'Chinese', 'Local', 'Teochew']",Kiosk or Stall,#01-15 Clementi 448 Market & Food Centre Clementi Avenue 3 120448
Xin Fu Small Treats,['Chinese'],Kiosk or Stall,#02-92 Commonwealth Crescent Market Commonwealth Crescent 140119
NUS Ice Blends,['Fruits & Drinks'],Kiosk or Stall,#01-37 Blk 724 Ang Mo Kio Food Centre Ang Mo Kio Avenue 6 560724
Nasi Coco,"['Fusion', 'Japanese', 'Singaporean']",Restaurant,#01-73 Newest West Coast Drive 128020
Ghim Guan Fried Oyster,"['Local', 'Singaporean']",Kiosk or Stall,#01-60 79/79A Circuit Road Food Centre Circuit Road 370079
Katachi Style,['Japanese'],Restaurant,#01-82 Capitol Piazza Stamford Road 178905
Brewlings,"['Beer', 'Cocktails', 'Drinks']",Bar or Pub, Serangoon Garden Estate Serangoon Garden Way 555978
Power Cafe (Yew Tee Point),"['Indonesian', 'Malaysian']",Cafe,#B1-49 Yewtee Point Choa Chu Kang North 6 689578
Tong Fa Cold & Hot Drink,['Fruits & Drinks'],Kiosk or Stall,#01-10 Teck Ghee Square Food Centre Ang Mo Kio Avenue 10 560409
Soon Huat Cooked Food,"['Asian', 'Chinese', 'Local']",Kiosk or Stall,#01-14 Clementi 448 Market & Food Centre Clementi Avenue 3 120448
Lei Yuan,['Chinese'],Kiosk or Stall,#01-361  Clementi Avenue 4 120308
Chang Chun Vegetarian Food,"['Chinese', 'Vegetarian']",Kiosk or Stall,#01-52 Bendemeer Market and Food Centre Bendemeer Road 330029
Sim Huat Cold Drinks & Beer,"['Beer', 'Desserts', 'Drinks']",Kiosk or Stall,#01-48 Newton Food Centre Clemenceau Avenue North 229495
Chang Sheng Coffee Stall,['Fruits & Drinks'],Kiosk or Stall,#01-170 Blk 726 Clementi West Market and Food Centre Clementi West Street 2 120726
Xin Xin Hainanese Chicken Rice,['Chinese'],Kiosk or Stall,#01-151 Chong Pang Market & Food Centre Yishun Ring Road 760105
Kovan Chwee Kueh,"['Chinese', 'Snacks']",Kiosk or Stall,#01-64 Bendemeer Market and Food Centre Bendemeer Road 330029
Mala Hotpot,['Chinese'],Kiosk or Stall,Level 3 Big Box Venture Avenue 608521
My Kampung (Seletar Mall),"['Halal', 'Local', 'Singaporean']",Kiosk or Stall,#B2-07 The Seletar Mall Sengkang West Avenue 797653
Shan Cheng Ipoh (Big Box),"['Asian', 'Malaysian', 'Singaporean']",Restaurant, Big Box Venture Avenue 608521
House of Mini (Lot 1),"['Desserts', 'Snacks']",Kiosk or Stall,#B1-K31 Lot 1 Shoppers' Mall Chao Chu Kang Avenue 4 689812
Yakiniku Ohji (Clementi),['Japanese'],Restaurant,#01-01  Clementi Avenue 3 129905
Seng Kee Coffee Shop,['Fruits & Drinks'],Kiosk or Stall,#01-139 Blk 726 Clementi West Market and Food Centre Clementi West Street 2 120726
Han Gong,['Chinese'],Kiosk or Stall,#01-02 Teck Ghee Square Food Centre Ang Mo Kio Avenue 10 560409
Ajisen (AMK Hub),"['Asian', 'Japanese']",Restaurant,#02-19/20/21 AMK Hub Ang Mo Kio Avenue 3 569933
PrimaDeli (The Clementi Mall),"['American', 'Asian', 'French', 'Halal', 'Local', 'Western']",Confectionery or Bakery,#B1-K19 The Clementi Mall Commonwealth Avenue West 129588
Texas Chicken (The Seletar Mall),"['American', 'Halal', 'Western']",Fast Food Place,#B1-06/07 The Seletar Mall Sengkang West Avenue 797653
Ban Chuan Duck Rice,['Chinese'],Kiosk or Stall,#01-19 Blk 724 Ang Mo Kio Food Centre Ang Mo Kio Avenue 6 560724
Prata Alley,['Indian'],Restaurant,#01-12 321 Clementi Clementi Avenue 3 129905
Bak Kut Teh.Claypot Delights,"['Asian', 'Chinese', 'Hokkien', 'Mediterranean', 'Moroccan', 'Western']",Kiosk or Stall,Stall #2  Bishan street 11 570504
Sticks N' Stones,['Desserts'],Cafe,  Choa Chu Kang Avenue 1 689475
Orchard Road Soup Guru - Hakka Thunder Tea,[None],Hawker,#B1-20/27 Capitol Piazza Stamford Road 178905
Sweeten Up,"['Desserts', 'Snacks', 'Western']",Cafe,#01-45  Clementi Avenue 4 120320
Buttercake n Cream,"['Beer', 'English', 'European', 'Fusion', 'Italian', 'Seafood', 'Western', 'Wine']",Cafe,#01-52 Sunset Way Clementi Street 12 120106
"Economical Veg Rice, Porridge",['Chinese'],Kiosk or Stall,#01-02 KOPI Food Court Compassvale Link 543277
Oyster Bar,"['European', 'Seafood']",Restaurant,#01-01 Customs House Collyer Quay 049323
Hani Food Stall,"['Chinese', 'Malaysian']",Kiosk or Stall,#01-178 Clementi West Market and Food Centre Clementi West Street 2 120726
Starbucks Coffee (SIM),"['American', 'European', 'Western']",Cafe,Unit C.1.07 Singapore Institute Of Management Clementi Road 599491
Freshly Made Hong Kong Style Zhu Chang Fen,"['Chinese', 'Snacks']",Kiosk or Stall,#01-152 Chong Pang Food Centre Yishun Ring Road 760105
Swee Heng 1989 Classic (Lot One Shoppers' Mall),"['Desserts', 'Halal']",Confectionery or Bakery,#B1-02 Lot One Shoppers' Mall Choa Chu Kang Avenue 4 689812
Taste Known Source Steam Stone Fish,['Chinese'],Restaurant, Kreta Ayer Conservation Area Pagoda Street 059233
Master Crab Seafood Restaurant (Compassvale),"['Asian', 'Chinese', 'Local', 'Zi Char']",Kiosk or Stall,#01-13  Compassvale Link 543277
Club July (Stagmont),"['Asian', 'Cantonese', 'Chinese', 'Steamboat', 'Thai']",Bar or Pub,  Stagmont Ring 688241
Mr Bean (Choa Chu Kang MRT Station),"['Desserts', 'Drinks', 'Snacks']",Kiosk or Stall,#01-03 Choa Chu Kang MRT Station Choa Chu Kang Avenue 4 689810
Each A Cup (Ngee Ann Polytechnic),['Drinks'],Kiosk or Stall, Ngee Ann Polytechnic Clementi Road 599489
Global Alliance Holdings Pte Ltd,"['Beer', 'Cocktails', 'Drinks', 'Wine']",Bar or Pub,#01-04 Capital Square Church Street 049480
Swisslink Bakery & Cafe (Clementi),['Snacks'],Cafe,#01-07  Clementi Street 11 120109
Cantolicious,['Chinese'],Kiosk or Stall,  Teck Whye Avenue 680145
Chateraise (Lot One Shoppers' Mall),"['Desserts', 'Japanese']",Confectionery or Bakery,#B1-15 Lot One Shoppers' Mall Choa Chu Kang Avenue 4 689812
BreadTalk (AMK Hub),"['Local', 'Singaporean']",Cafe,#01-01/02 AMK Hub Ang Mo Kio Ave 3 569933
Penyet King (Big Box),"['Asian', 'Malaysian']",Kiosk or Stall,Level 3 Big Box Venture Avenue 608521
Old Chang Kee (Kembangan MRT Station),"['Asian', 'Halal', 'Local', 'Singaporean', 'Snacks']",Kiosk or Stall,#01-03 Kembangan MRT Station Sims Avenue East 416551
Twenty 1st Century Old Chong Pang Guo Tiao,"['Chinese', 'Snacks']",Kiosk or Stall,#01-139 Chong Pang Food Centre Yishun Ring Road 760105
Crystal Jade Hong Kong Kitchen (The Clementi Mall),"['Asian', 'Cantonese', 'Chinese', 'Dim Sum', 'Hong Kong']",Restaurant,#03-54 The Clementi Mall Commonwealth Avenue West 129588
Hup Heng Noodle House,"['Chinese', 'Snacks']",Kiosk or Stall,#01-182 Blk 726 Clementi West Market and Food Centre Clementi West Street 2 120726
Tom Yum Kungfu,"['Asian', 'Indochinese', 'Steamboat', 'Thai']",Restaurant, Serangoon Garden Estate Maju Avenue 556680
Ice Shop (Capitol Piazza),"['Asian', 'Desserts', 'Snacks']",Kiosk or Stall,#B1-20/27 Capitol Piazza Stamford Road 178905
Polar Puffs & Cakes (Lot One Shoppers' Mall),"['Fusion', 'Halal', 'Snacks']",Cafe,#B1-K20 Lot One Shoppers' Mall Choa Chu Kang Avenue 4 689812
Liang Liang,"['Chinese', 'Snacks']",Kiosk or Stall,#02-69 Commonwealth Crescent Market Commonwealth Crescent 140119
Spinach Yong Tau Foo Soup,['Chinese'],Kiosk or Stall,#01-36 Chong Boon Food Centre Ang Mo Kio Avenue 10 561453
5 Grill Kitchen,"['Steak and Grills', 'Western']",Kiosk or Stall,  Aljunied Avenue 2 380116
Citra Rasa,['Malaysian'],Kiosk or Stall,#01-173 Chong Pang Food Centre Yishun Ring Road 760105
Fresh Cafe (Commonwealth),"['Drinks', 'Local']",Kiosk or Stall,#01-03 Commonwealth Drive Food Centre Commonwealth Drive 141001
Da Paolo Gastronomia (Cluny Court),"['European', 'Italian', 'Pizza', 'Western']",Cafe,#01-01 Cluny Court Bukit Timah Road 259760
Whampoa Soya Bean,"['Desserts', 'Snacks']",Kiosk or Stall,#01-19 Clementi 448 Market & Food Centre Clementi Avenue 3 120448
KFC (Yew Tee Point),"['Halal', 'Western']",Fast Food Place,#01-19/20 Yew Tee Point Choa Chu Kang North 6 689578
Wooloomooloo Steakhouse,"['Australian', 'Steak and Grills', 'Western']",Restaurant,Level 3 Swissotel The Stamford Stamford Road 178882
Bao Fa Traditional Food (Bukit Batok),"['Asian', 'Chinese']",Cafe,#01-285  Bukit Batok East Avenue 3 650283
Xin Wah Kee Kitchen (100AM),['Chinese'],Cafe,#02-15/28 100AM Tras Street 079027
Xin Ee Shui Coffee Stall,"['Fruits & Drinks', 'Local']",Kiosk or Stall,#01-12 Commonwealth Drive Food Centre Commonwealth Drive 141001
Chiok Seng,['Chinese'],Kiosk or Stall,#01-25 Blk 724 Ang Mo Kio Food Centre Ang Mo Kio Avenue 6 560724
Abundance Eating House,[None],Coffee Shop,#01-220  Bukit Batok West Avenue 4 650413
Armoury Craft Beer and Steak,"['American', 'Beer', 'Cocktails', 'Drinks', 'Western']",Bar or Pub, South Beach Quarter Beach Road 189677
Hong Kee Franchise,"['Chinese', 'Dim Sum', 'Snacks']",Kiosk or Stall,#02-16 80 Circuit Road Food Centre Circuit Road 370080
The Masonic Club Restaurant,"['Asian', 'Indian', 'Local', 'Singaporean', 'Vegetarian', 'Western']",Bar or Pub,  Coleman Street 179806
Segar Restaurant (Downtown East),"['Chinese', 'Halal']",Restaurant,#02-322 Downtown East Avenue Pasir Ris Close 519599
Stuff'd (Yew Tee Point),"['Mexican', 'Turkish']",Kiosk or Stall,#B1-50 Yewtee Point Choa Chu Kang North 6 689578
Corner House,"['European', 'French', 'Western']",Restaurant, E J H Corner House Cluny Road 259569
Takagi Ramen (Downtown East),['Japanese'],Kiosk or Stall,#02-316 Downtown East E! Avenue Pasir Ris Close 519599
Shihlin Taiwan Street Snacks (Northpoint City),"['Snacks', 'Taiwanese']",Kiosk or Stall,#B1-44 Northpoint City Yishun Avenue 2 769098
Fruit Paradise (AMK Hub),"['Desserts', 'Japanese', 'Snacks', 'Western']",Cafe,#02-18 AMK Hub Ang Mo Kio Avenue 3 569933
Islamic Seafood Paradise,"['Seafood', 'Thai']",Restaurant,#01-27 Chong Pang City Yishun Avenue 5 760101
Xie Xing Ji Hainanese Boneless Chicken Rice,['Chinese'],Kiosk or Stall,#01-33 Teck Ghee Square Food Centre Ang Mo Kio Avenue 10 560409
Heng Heng Boneless Duck Rice,"['Asian', 'Chinese']",Kiosk or Stall,#01-171 Blk 726 Clementi West Market and Food Centre Clementi West Street 2 120726
HopHeads,['Western'],Restaurant,#B1-00 Haw Par Glass Tower Clemenceau Avenue 239926
Da Zhong Delicacies,"['Chinese', 'Snacks']",Kiosk or Stall,#01-213 Yuhua Market and Hawker Centre Jurong East Avenue 1 600347
Nawra Fine Food,"['Asian', 'Malaysian']",Kiosk or Stall,#01-01 Market & Hawker Centre Ang Mo Kio Avenue 10 561453
Wonderful Hainanese Chicken Rice,"['Chinese', 'Hainanese']",Kiosk or Stall,#01-36 Commonwealth Drive Food Centre Commonwealth Drive 140001
123 Eating House,"['Asian', 'Chinese', 'Local', 'Singaporean']",Cafe,#01-509  Yishun Street 11 760123
Ah Liang BBQ Seafood,"['Barbecue', 'Seafood', 'Singaporean']",Kiosk or Stall,1 Serangoon Garden Market and Food Centre Serangoon Garden Way 555945
Dong Bei Xiao Chu,['Chinese'],Restaurant,  Upper Cross Street 058329
Jia Jia Xing Pig's Organ Soup,"['Chinese', 'Singaporean']",Kiosk or Stall,#01-10 Sembawang Hill Food Centre Upper Thomson Road 574419
Kinki Restaurant & Bar,"['Asian', 'Japanese']",Bar or Pub,#02-02 Customs House Collyer Quay 049323
Santan Berlada,['Malaysian'],Kiosk or Stall,#01-21 Commonwealth Drive Food Centre Commonwealth Drive 140001
Fu Lin Yuan Health Soup Restaurant,"['Cantonese', 'Chinese', 'Seafood']",Restaurant,  Neil Road 088827
The Poodle Cafe,['Western'],Cafe,#01-78  Yio Chu Kang Road 545513
TCC - The Connoisseur Concerto (Circular Road),"['American', 'Desserts', 'Western']",Cafe, Boat Quay Conservation Area Circular Road 049406
Sin Heng Juices Corner,['Fruits & Drinks'],Kiosk or Stall,#01-18 Sembawang Hill Food Centre Upper Thomson Road 574419
Yu Kee Duck Rice (Newton Food Centre),['Chinese'],Kiosk or Stall,#01-09 Newton Food Centre Clemenceau Avenue North 229495
Roti,"['Local', 'Snacks']",Confectionery or Bakery,#01-91  Clementi Avenue 3 120442
Jia Xiang Boneless Chicken Rice,"['Chinese', 'Thai']",Kiosk or Stall,#02-87 Commonwealth Crescent Market Commonwealth Crescent 140119
Sushi Deli (Yew Tee),"['Asian', 'Japanese']",Cafe,#B1-48 Yew Tee Point Choa Chu Kang North 6 689578
Xiang Yuan Fishball Noodles,['Chinese'],Kiosk or Stall,#01-148 Blk 726 Clementi West Market and Food Centre Clementi West Street 2 120726
A-Poh Kitchen,"['Asian', 'Chinese', 'Seafood', 'Thai']",Restaurant,#01-223  Clementi Avenue 2 120354
Señor Taco (Clarke Quay),"['Beer', 'Latin American', 'Mexican', 'Wine']",Bar or Pub,#01-12 Clarke Quay River Valley Road 179023
Pho Lee Hung,['Vietnamese'],Kiosk or Stall,#01-22 Yuhua Market & Hawker Centre Jurong East Avenue 1 600347
Penang Fried Kway Teow,['Chinese'],Kiosk or Stall,#01-1296 Hdb-clementi Clementi Avenue 3 120431
Hong Nian Vegetarian Food,"['Local', 'Singaporean', 'Vegetarian']",Kiosk or Stall,#01-156  Hougang Avenue 5 530327
Foodcoholic,"['Asian', 'Indian', 'Western']",Cafe,  Circular Road 049422
Mr Bean (Dover MRT Station),"['Desserts', 'Drinks', 'Snacks']",Kiosk or Stall,#02-03 Dover MRT Station Commonwealth Avenue West 138677
Swee Heng 1989 Classic (Lot One Shoppers' Mall),"['Desserts', 'Halal']",Confectionery or Bakery,#B1-02 Lot One Shoppers' Mall Choa Chu Kang Avenue 4 689812
Banana Leaf BBQ Seafood,"['Asian', 'Local', 'Seafood', 'Singaporean']",Cafe,#01-271  Clementi Avenue 4 120450
"Slice Fish, Fish Head, Seafood Soup",['Chinese'],Kiosk or Stall,#01-138 Blk 726 Clementi West Market and Food Centre Clementi West Street 2 120726
Maki-San (Lot One Shoppers' Mall),['Japanese'],Kiosk or Stall,#B1-K31 Lot One Shoppers' Mall Choa Chu Kang Avenue 4 689812
Tang Ren Jie,"['Chinese', 'Snacks']",Kiosk or Stall,"#01-05 KOPI @ Kopitiam City Compassvale Link, Kopitiam City #01-13 543277"
