Stall Name,Cuisine,Shop Type,Address
Perkz Cafe,"['Desserts', 'Drinks', 'Snacks']",Cafe,#01-294  West Coast Drive 120501
Sweet Bistro,"['Asian', 'Chinese', 'Desserts', 'Snacks', 'Western']",Cafe,#02-24 Holland Drive Market and Food Centre Holland Drive 270044
Crystal Jade Hong Kong Kitchen (Holland Village),"['Asian', 'Cantonese', 'Chinese', 'Dim Sum', 'Hong Kong']",Restaurant, Holland Village Lorong Mambong 277671
SaladStop! (One George Street),"['Vegetarian', 'Western']",Cafe,#01-01 One George Street George Street 049145
The Pit Restaurant & Bar,"['Beer', 'Drinks', 'Western']",Bar or Pub, Holland Village Lorong Liput 277733
Shen Ji Seafood,"['Asian', 'Chinese', 'Zi Char']",Cafe,#01-78  Ghim Moh Road 270010
H K S Bedok Restaurant,"['Asian', 'Chinese']",Restaurant,#01-241  Holland Close 270031
Cheng Heng Kway Chap & Braised Duck Rice,"['Asian', 'Chinese', 'Teochew']",Kiosk or Stall,#02-05 Holland Drive Market & Food Centre Holland Drive 270044
Chu Wei San Tong Seafood Garden (Ghim Moh),['Chinese'],Kiosk or Stall,#01-01  Ghim Moh Link 270025
E-Sarn Thai Cuisine (Ridgewood),"['Asian', 'Indochinese', 'Thai']",Restaurant,Unit G2 Ridgewood Condominium Ridgewood Close 276696
Eastern Highland Healthy Cake House (Geylang),"['Snacks', 'Vegetarian']",Confectionery or Bakery,#01-227  Geylang East Avenue 1 380134
Tat Seng Coffee Stall,['Drinks'],Kiosk or Stall,#01-10 Ghim Moh Market and Food Centre Ghim Moh Road 270020
Nassim Hill Bakery Bistro Bar,"['Desserts', 'Pizza', 'Snacks', 'Western']",Cafe,#01-03 Tanglin Post Office Tanglin Road 247964
Ngee Heng Kuay Chap,['Chinese'],Kiosk or Stall,#01-40 Ghim Moh Market and Food Centre Ghim Moh Road 270020
Fatty Weng (Bukit Batok),['Chinese'],Hawker,#01-78  Bukit Batok East Avenue 4 650273
D'Garlic Western Kitchen,['Western'],Kiosk or Stall, Fu Chan Food Paradise Ghim Moh Road 270010
Lucky Poh Hong Kong Noodle & Rice,"['Asian', 'Cantonese', 'Chinese', 'Hong Kong']",Kiosk or Stall,#01-22 Ghim Moh Market and Food Centre Ghim Moh Road 270020
Umi Nami,"['Asian', 'Japanese']",Restaurant, Holland Village Lorong Mambong 277674
Wei Fong Seafood Restaurant,['Seafood'],Restaurant,#04-06 Cidoeco Industrial Comples Genting Lane 349558
Prawn Village,"['Chinese', 'Seafood']",Kiosk or Stall,#01-62 Ghim Moh Market & Food Centre Ghim Moh Road 270020
Rojak Line,"['Local', 'Singaporean']",Kiosk or Stall,#02-13 Holland Drive Market & Food Centre Holland Drive 270044
Da Paolo Pizza Bar (Holland Village),"['European', 'Italian', 'Western']",Restaurant,#01-46  Jalan Merah Saga 278116
Wild Bunch & Co. Organic Shot Bar,['Fruits & Drinks'],Kiosk or Stall,#01-09 Holland Village Shopping Mall Lorong Liput 277725
Jin Hua Seafood & Fish Soup,['Chinese'],Kiosk or Stall,#01-62 Ghim Moh Market and Food Centre Ghim Moh Road 270020
Harry's (Holland Village),"['Beer', 'Cocktails', 'Drinks', 'Western']",Bar or Pub, Holland Village Lorong Mambong 277681
Lei Garden Restaurant (Chijmes),"['Asian', 'Cantonese', 'Chinese', 'Dim Sum', 'Seafood']",Restaurant,#01-24 Chijmes Victoria Street 187996
Own Kee Roasted Choy,"['Chinese', 'Hainanese']",Kiosk or Stall,#01-47 Ghim Moh Market and Food Centre Ghim Moh Road 270020
iTea (Northpoint City),"['Desserts', 'Drinks']",Kiosk or Stall,#B2-119 Northpoint City Northpoint Drive 768019
Saybons (Anglo-chinese School (international)),"['European', 'French', 'Western']",Cafe, Holland Village Methodist Church Jalan Hitam Manis 278475
Drinks & Co Kitchen (Holland Village),"['Beer', 'Drinks', 'Pizza', 'Western', 'Wine']",Bar or Pub, Holland Village Lorong Mambong 277691
Joo Chiat Kim Choo Food (Ghim Moh Rd),"['Chinese', 'Nonya / Peranakan', 'Snacks']",Kiosk or Stall,#01-39 Ghim Moh Market and Food Centre Ghim Moh Road 270020
Bistro @ Duo,['Western'],Bar or Pub,#01-25/26 Duo Galleria Fraser Street 189356
Post Express Deli,['Western'],Kiosk or Stall,GF Fullerton Hotel Fullerton Square 049178
Geylang Corner Food Stall,"['Halal', 'Malaysian']",Kiosk or Stall,#02-121 Geylang Serai Market and Food Centre Geylang Serai 402001
Picotin Express (East Coast),"['European', 'Italian', 'Western', 'Wine']",Restaurant,  Joo Chiat Road 427622
E-Sarn Thai Cuisine (Ridgewood),"['Asian', 'Indochinese', 'Thai']",Restaurant,Unit G2 Ridgewood Condominium Ridgewood Close 276696
Chang Sheng Western Food,['Western'],Kiosk or Stall, Holland Village Market & Food Centre Lorong Mambong 277700
B.K. Forture Seafood,"['Asian', 'Chinese', 'Seafood', 'Steamboat', 'Zi Char']",Restaurant,  Bukit Timah Road 279896
Starbucks (Fusionopolis),"['American', 'European', 'Western']",Cafe,#01-07 Fusionopolis Fusionopolis Way 138632
Fort Canning Hill (Huat Kee) Bak Kut Teh,"['Chinese', 'Local']",Kiosk or Stall,#01-11 Ghim Moh Market and Food Centre Ghim Moh Road 270020
Mohamed Faisal Seeni Eating House,"['Asian', 'Halal', 'Indian']",Kiosk or Stall,#01-37 Ghim Moh Market and Food Centre Ghim Moh Road 270020
The Hakka Yong Tau Fu,['Chinese'],Kiosk or Stall,#01-25 Ghim Moh Market & Food Centre Ghim Moh Road 270020
Souperstar (Fusionopolis One),"['Fusion', 'Local']",Cafe,#B1-24 Fusionopolis One Fusionopolis Way 138632
Original Jln Tua Kong 132 Mee Pok,"['Chinese', 'Singaporean']",Kiosk or Stall,  Sixth Avenue 276481
Tea Valley (Downtown East),['Taiwanese'],Cafe,#01-340 Downtown East E! Avenue Pasir Ris Close 519599
BAKALAKI Greek Taverna,"['Desserts', 'Drinks', 'Greek', 'Wine']",Restaurant,  Seng Poh Road 168891
Yap Kee Noodle House,['Chinese'],Kiosk or Stall,#02-04 Holland Drive Market & Food Centre Holland Drive 270044
MOS Burger (Cathay Cineleisure Orchard),"['Asian', 'Japanese', 'Western']",Fast Food Place,#01-06 Cathay Cineleisure Orchard Grange Road 239695
Majestic Bay Seafood Restaurant,"['Asian', 'Chinese', 'Seafood']",Restaurant,"#01-10 Flower Dome, Gardens by the Bay Marina Gardens Drive 018953"
I ♥ Burger Lah!,"['Halal', 'Western']",Kiosk or Stall,#01-06 Ghim Moh Market & Food Centre Ghim Moh Road 270020
Yat Lok Roasted Delight (Geylang),['Chinese'],Kiosk or Stall,#01-55  Aljunied Avenue 2 380116
58 Coffee Stall,"['Drinks', 'Local']",Kiosk or Stall,#01-58 Ghim Moh Market and Food Centre Ghim Moh Road 270020
Heng Lee Fresh Fruit Juice Stall,"['Fruits & Drinks', 'Juices']",Kiosk or Stall,#01-66 Ghim Moh Market and Food Centre Ghim Moh Road 270020
COLLIN’S® (Cineleisure Orchard),['Western'],Restaurant,#B1-08/09 Cineleisure Orchard Grange Road 239695
Each A Cup (Holland Village),['Drinks'],Kiosk or Stall,#B1-12  Holland Avenue 278995
Wok Master (Westgate),"['Asian', 'Chinese', 'Fusion']",Restaurant,#B1-09 Westgate Gateway Drive 608532
Cherry Garden,"['Asian', 'Cantonese', 'Chinese', 'Dim Sum']",Restaurant,5F Mandarin Oriental Singapore Raffles Avenue 039797
Teck Kee Hainanese Chicken Rice,"['Asian', 'Chinese', 'Hainanese']",Kiosk or Stall,#02-39 Holland Drive Market & Food Centre Holland Drive 270044
Lazy Lizard (Sixth Ave),"['Latin American', 'Mexican', 'Western', 'Wine']",Bar or Pub,  Sixth Avenue 276470
Tenkaichi Japanese BBQ Restaurant (Cineleisure),"['Asian', 'Barbecue', 'Japanese']",Restaurant,#02-11 Cathay Cineleisure Orchard Grange Road 239695
Vineyard @ Hort Park,"['Asian', 'European', 'French', 'Italian', 'Pizza', 'Thai']",Restaurant,#02-02 Hort Park Hyderabad Road 119578
Ye Ji Wanton Noodles,"['Asian', 'Chinese']",Kiosk or Stall,#02-04 Holland Drive Market and Food Centre Holland Drive 270044
Rising Western Food,['Western'],Kiosk or Stall,#02-07 Holland Drive Market and Food Centre Holland Drive 270044
Golden Swallow Dessert,"['Desserts', 'Fruits & Drinks']",Kiosk or Stall,#01-53 Ghim Moh Market and Food Centre Ghim Moh Road 270020
Wang Ji Crispy Curry Puff,"['Asian', 'Chinese', 'Local', 'Snacks']",Kiosk or Stall,#01-109  Geylang East Ave 3 389730
Da Luca Italian Restaurant,"['European', 'Italian', 'Western', 'Wine']",Bar or Pub,#01-19/21 Goldhill Plaza Goldhill Plaza 308899
Yew Kee Fish Head Bee Hoon,['Chinese'],Kiosk or Stall,#01-22 Ghim Moh Market and Food Centre Ghim Moh Road 270020
Lian Hua Noodle House,['Chinese'],Kiosk or Stall,#02-21 Holland Drive Market and Food Centre Holland Drive 270044
Masons,"['European', 'Western']",Restaurant,#01-17 GIllman Barracks Lock Road 108936
LiHO (Square 2),"['Drinks', 'Juices', 'Singaporean']",Kiosk or Stall,#01-172 Square 2 Sinaran Drive 307506
Artisan Boulangerie Co. (The Metropolis),"['European', 'Western']",Cafe,#01-12 The Metropolis North Buona Vista Drive 138588
Beurre SG,['French'],Restaurant,  Bukit Pasoh Road 089837
Whampoa Carrot Cake,"['Chinese', 'Snacks']",Kiosk or Stall,#01-06 Whampoa Drive Makan Place Block 91 Whampoa Drive 320091
Chuan Kee Boneless Braised Duck,"['Chinese', 'Local']",Kiosk or Stall,#01-04 Ghim Moh Market and Food Centre Ghim Moh Road 270020
Old Town White Coffee (Novena Square 2),"['Asian', 'Chinese', 'Local', 'Malaysian', 'Singaporean']",Cafe,#01-01/02/26 to 29/45/46 Novena Square 2 Sinaran Drive 307506
Yishun 925 Hainanese Chicken Rice (Serangoon),"['Chinese', 'Hainanese']",Kiosk or Stall,#01-15  Serangoon Central Drive 550261
The Hakka Yong Tau Fu,['Chinese'],Kiosk or Stall,#01-25 Ghim Moh Market & Food Centre Ghim Moh Road 270020
Chikuwatei Nishi,"['Beer', 'Cocktails', 'Drinks', 'Japanese']",Bar or Pub,Level 2 Holland Village Lorong Mambong 277699
Mr Crab (Ghim Moh),"['Asian', 'Chinese', 'Local', 'Zi Char']",Kiosk or Stall,#01-229  Ghim Moh Road 270019
Thye Hong Handmade Fishball Noodle,['Chinese'],Kiosk or Stall,#01-36 Ghim Moh Market & Food Centre Ghim Moh Road 270020
Zaffron Kitchen (Westgate),"['Asian', 'Indian']",Restaurant,#01-20 Westgate Gateway Drive 608532
Dolphin Restaurant,['Western'],Cafe,#07-01 Everich Industrial Building Genting Lane 349566
Onion Restaurant & Bar,"['Beer', 'European', 'Italian', 'Mediterranean', 'Spanish', 'Western', 'Wine']",Bar or Pub,#01-01  Bukit Timah Road 269764
Teck Hin Fried Hor Fun,"['Asian', 'Chinese']",Kiosk or Stall,#01-44 Ghim Moh Market and Food Centre Ghim Moh Road 270020
The Tea Party Cafe (Bukit Timah),"['Desserts', 'European', 'Italian', 'Snacks', 'Western']",Cafe,#01-07 Sixth Avenue Centre Bukit Timah Road 279883
The Ice Cream Story,['Western'],Restaurant,  Lorong Mambong 277683
The Restaurant In The Square,['Western'],Restaurant, Temasek Polytechnic (Tourism Academy @ Sentosa) Artillery Avenue 099953
Happy Garden,['Chinese'],Kiosk or Stall,#01-06 Blk 724 Ang Mo Kio Food Centre Ang Mo Kio Avenue 6 560724
Native Kitchen,['Local'],Restaurant,#02-02 Village Hotel at Sentosa Artillery Avenue 099951
Boon Hiang Fishball Tung Hoon,['Chinese'],Kiosk or Stall,#01-51 Haig Road Cooked Food Centre Haig Road 430014
Honguo (Bugis Junction),"['Chinese', 'Yunnan']",Restaurant,#B1-06 Bugis Junction Victoria Street 188021
Imperial Restaurant (Imperial Herbal),"['Asian', 'Beijing', 'Chinese']",Cafe,"Level 2 Four Points by Sheraton Singapore, Riverview Havelock Road 169629"
Stickies Bar @ Sunset Lane (Sunset Lane),"['Beer', 'Drinks', 'Western']",Bar or Pub,#01-50 Sunset Way Residence Clementi Street 12 120106
Macpherson Sing Li Chicken Rice,"['Chinese', 'Local', 'Singaporean']",Kiosk or Stall, Sing Li Food Junction Macpherson Road 348538
SHAO,"['Asian', 'Barbecue', 'Chinese', 'Western']",Restaurant,  Frankel Avenue 458232
The Rabbit Hole,"['Drinks', 'European', 'French', 'Western']",Bar or Pub,  Harding Road 249541
Omar Shariff,"['Asian', 'Indian', 'North Indian', 'South Indian', 'Vegetarian']",Restaurant,#01-02 Sixth Avenue Centre Bukit Timah Road 279883
Castania Cafe,"['Fusion', 'Halal', 'Iranian', 'Middle Eastern']",Cafe,  Haji Lane 189225
SKAI,"['Japanese', 'Steak and Grills']",Restaurant,Level 70 Swissotel The Stamford Stamford Road 178882
Cali Park Avenue Changi,"['American', 'Beer', 'Drinks', 'Pizza', 'Western']",Cafe," Park Avenue Changi Hotel Changi Business Park Avenue 1, #01-01 486015"
PS. Cafe (Harding Road),"['Asian', 'Australian', 'Western']",Cafe,  Harding Road 249549
Festive Lounge,"['Snacks', 'Western']",Cafe,Level 2 Festive Hotel Artillery Avenue 099958
Meatsmith (Telok Ayer),"['American', 'Barbecue', 'Western']",Restaurant, Telok Ayer Conservation Area Telok Ayer Street 068620
Tapas Club (Vivo City),"['European', 'Spanish', 'Tapas', 'Western']",Restaurant,#01-99 Vivocity Harbourfront Walk 098585
Different Taste Cafe And Restaurant (Frankel Avenue),"['Asian', 'Local', 'Nonya / Peranakan', 'Singaporean']",Cafe,  Frankel Avenue 458229
Spizza (Balmoral Plaza),"['European', 'Italian', 'Pizza']",Restaurant,#01-09 Balmoral Plaza Bukit Timah Road 259708
Lor Duck (Clementi Mall),"['Asian', 'Chinese']",Restaurant,#B1-08/09 The Clementi Mall Commonwealth Avenue West 129588
So Pho (Clementi Mall),['Vietnamese'],Restaurant,#04-34 The Clementi Mall Commonwealth Avenue West 129588
A1 Indian Curry North Indian & Lebanese Food,"['Indian', 'Lebanese']",Restaurant, S.a.t. Alsagoff Pahang Street 198613
Geláre (Hillion Mall),"['Desserts', 'Halal', 'Western']",Cafe,#B1-31/32 Hillion Mall Petir Road 678278
Traditional Haig Road Putu Piring (Onan Road),"['Asian', 'Desserts', 'Indonesian', 'Local', 'Malaysian', 'Singaporean']",Confectionery or Bakery,#01-02 Alwadi Coffeeshop @ Hotel 81 - Tristar Onan Road 423492
Kim Lee Carrot Cake,"['Chinese', 'Singaporean']",Kiosk or Stall,#01-30 Sims Vista Market and Food Centre Sims Place 380049
Popeyes Louisiana Kitchen (The Cathay),"['American', 'Cajun/Creole', 'Western']",Restaurant,#B1-21/22 The Cathay Handy Road 229233
MOC Restaurant & Bar,['Vietnamese'],Bar or Pub, Hillcrest Park Greenwood Avenue 289198
Afandi Hawa & Family,"['Asian', 'Halal', 'Indonesian', 'Malaysian']",Kiosk or Stall,#01-21 Haig Road Cooked Food Centre Haig Road 430014
Yassin Kampung (Clementi St),"['Asian', 'Halal']",Restaurant,#01-56  Clementi Street 12 120106
Xiao Di Hokkien Mee,"['Asian', 'Hokkien', 'Local']",Kiosk or Stall, Guan Hock Tiong Eating House Serangoon North Avenue 1 550153
Lean Bar,"['Fusion', 'Vegan', 'Western']",Restaurant, DSG Building Hamilton Road 209210
Stickies Bar @Tagore Lane,"['Beer', 'Drinks', 'Western']",Bar or Pub,#05-07 EBC Lifestyle Hub Tagore Lane 787494
Whampoa Food Street Fish Head Steamboat - Rangoon Road (Queen of Wok) (Rangoon Rd),"['Asian', 'Chinese', 'Local', 'Singaporean', 'Steamboat']",Restaurant,  Rangoon Road 218396
The Wine Stable,[None],Food Retailer,#10-06A Lam Soon Industrial Building Hillview Avenue 669569
Annalakshmi Janatha Restaurant,"['Asian', 'Indian', 'North Indian', 'South Indian', 'Vegetarian']",Restaurant,#01-04 Central Square Havelock Road 059765
Encore Bar,"['Beer', 'Cocktails', 'Drinks']",Bar or Pub,  Hamilton Road 209196
Saizeriya Italian Restaurant (The Cathay),"['Fusion', 'Italian', 'Japanese']",Restaurant,#B1-25/26/27 The Cathay Handy Road 229233
Chuan's Kitchen,['Western'],Kiosk or Stall,#01-67  Bishan Street 12 570120
Peperoni Pizzeria (Greenwood Avenue),"['Drinks', 'Italian', 'Pizza', 'Western']",Restaurant, Hillcrest Park Greenwood Avenue 289192
Spizza (Havelock),"['Desserts', 'European', 'Italian', 'Pizza']",Restaurant,#01-677  Havelock Road 160022
Mel's Place Bar & Bistro (East Coast),"['Asian', 'Beer', 'Pizza', 'Western', 'Wine']",Bar or Pub,  Kuo Chuan Avenue 426897
Siam Square Mookata (Havelock Road),"['Barbecue', 'Steamboat', 'Thai']",Kiosk or Stall,#01-14  Havelock Road 161022
Hai-O Cooked Food,['Chinese'],Kiosk or Stall,#01-109 Telok Blangah Crescent Market and Food Centre Telok Blangah Crescent 090011
Room for More,"['Beer', 'Cocktails', 'Drinks', 'Italian', 'Wine']",Bar or Pub,  Harding Road 249548
Food on Fire,"['Asian', 'Beer', 'Indian', 'North Indian']",Bar or Pub,#01-07 Capital Square 3 Church Street 049482
Hao Wei Hai Xian Mei Shi,['Chinese'],Kiosk or Stall,#01-853 Guan Soon Cherng Coffeeshop Hougang Ave 8 530681
Soon Lee Fried Carrot Cake,['Chinese'],Kiosk or Stall,#01-25 Sims Vista Market and Food Centre Sims Place 380049
Sky Cafe and Wine Bar,"['Western', 'Wine']",Bar or Pub,#16-01 HabourFront Tower 2 Harbourfront Place 099254
Streats (Tampines 1),"['Halal', 'Hong Kong']",Restaurant,#B1-05 Tampines 1 Tampines Central 1 529536
Soon Lee Coffee Stall,['Fruits & Drinks'],Kiosk or Stall,#01-40 Blk 724 Ang Mo Kio Food Centre Ang Mo Kio Avenue 6 560724
SuperSiam,"['Asian', 'Thai']",Restaurant,#01-12 Central Square Havelock Road 059765
Traditional Haig Road Putu Piring (Ang Mo Kio),"['Asian', 'Desserts', 'Indonesian', 'Local', 'Malaysian', 'Singaporean']",Confectionery or Bakery, Mr Teh Tarik @ AMK Central 2 Ang Mo Kio Avenue 6 560728
Bar-A-Thym,"['European', 'French', 'Mediterranean', 'Western']",Restaurant,  Gemmill Lane 069255
The Assembly Ground,['Western'],Cafe,#01-21 The Cathay Handy Road 229233
Ginett Restaurant & Wine Bar,"['Desserts', 'Drinks', 'French', 'Steak and Grills', 'Wine']",Bar or Pub,  Middle Road 188980
Alijiang Silk Road Cuisine,['Chinese'],Restaurant,#03-11B Vivocity Harbourfront Walk 098585
1-V:U,"['Asian', 'Drinks']",Restaurant,Level 7 The Outpost Hotel Sentosa Artillery Avenue 099951
Ten Points Porridge (Seletar Mall),"['Chinese', 'Local']",Kiosk or Stall,#B1-26 The Seletar Mall Sengkang West Avenue 797653
The Tuckshop,"['Asian', 'Fusion', 'Local', 'Singaporean']",Restaurant,  Guillemard Road 399795
Greenwood Fish Market (Hillcrest Park),"['European', 'Seafood', 'Western']",Restaurant, Hillcrest Park Greenwood Avenue 289236
The Durian Story,['Desserts'],Cafe,#01-11  Serangoon North Avenue 2 550151
Hajjah Sumiati Stall,['Malaysian'],Kiosk or Stall,#01-24 Haig Road Cooked Food Centre Haig Road 430014
Sichuan Village,"['Asian', 'Chinese', 'Sichuan']",Restaurant, Kreta Ayer Conservation Area Mosque Street 059484
Ichiban Boshi (Vivo City),"['Asian', 'Japanese']",Restaurant,#B2-07 Vivocity Harbourfront Avenue 098585
Pat's Oven (Joo Seng Green),['Snacks'],Confectionery or Bakery, Joo Seng Green Upper Aljunied Lane 360005
Springleaf Prata Place (Springleaf Garden),"['Asian', 'Halal', 'Indian', 'Vegetarian']",Restaurant, Springleaf Garden Thong Soon Avenue 787431
Choco Express (HarbourFront Centre),"['International', 'Snacks']",Consumer Shop,#01-08 Harbourfront Tower One Harbourfront Place 099253
Hinode Izakaya & Bar,"['Asian', 'Japanese']",Restaurant, Petain Road/tyrwhitt Road Conservation Area Hamilton Road 209184
Grapevine at 393 Guillemard,"['Beer', 'Cocktails', 'Western', 'Wine']",Restaurant,  Guillemard Road 399790
Lian Soon Huat Seafood (Yishun Avenue 11),"['Chinese', 'Seafood']",Restaurant,#01-1351  Yishun Avenue 11 760417
Ashley Vsh (Sheares Hall),['Western'],Cafe, Sheares Hall Heng Mui Keng Terrace 119618
Pasha Turkish Restaurant,"['Middle Eastern', 'Turkish']",Restaurant,  Haji Lane 189207
Westlake (Queen's Road),"['Asian', 'Chinese', 'Hokkien', 'Local', 'Singaporean']",Restaurant,#02-139  Queen's Road 260004
Honey Night,['Korean'],Cafe,#01-08 Grandlink Square Guillemard Road 399849
Sarawak Laksa & Kolo Mee,['Malaysian'],Kiosk or Stall,#01-33 Haig Road Market & Food Centre Haig Road 430014
Ah Chew Desserts (Liang Seah Place),"['Asian', 'Cantonese', 'Desserts', 'Hong Kong']",Cafe,#01-10/11 Liang Seah Place Liang Seah Street 189022
Salut Private Dining,"['European', 'French', 'Modern European']",Restaurant,#02-00  Harding Road 249548
Meatsmith (Telok Ayer),"['American', 'Barbecue', 'Western']",Restaurant, Telok Ayer Conservation Area Telok Ayer Street 068620
Bijan Restaurant (Temporarily Closed),"['Fusion', 'Halal', 'Malaysian', 'Western']",Restaurant,#B1-02/09 Grandlink Square Guillemard Road 399849
Sing Soon Lee Hainanese Chicken Rice,"['Chinese', 'Hainanese']",Kiosk or Stall,#01-93 Ang Mo Kio Avenue 4 Block 628 Market & Food Centre Ang Mo Kio Avenue 4 560628
Soon Lee Porridge,"['Chinese', 'Hainanese']",Kiosk or Stall,#01-50 Market & Hawker Centre Clementi Avenue 3 120448
MacPherson Hai Sing Kway Chap,['Chinese'],Kiosk or Stall,#01-27 Chong Boon Food Centre Ang Mo Kio Avenue 10 561453
LiHO (The Cathay),"['Drinks', 'Juices', 'Singaporean']",Kiosk or Stall,#01-10 The Cathay Handy Road 229233
McDonald's (Jurong Green Community Club),"['American', 'Desserts', 'Halal', 'Snacks', 'Western']",Fast Food Place, Jurong Green Community Club Jurong West Avenue 1 649520
The White Rocket,"['Asian', 'Beer', 'Drinks', 'Vegetarian', 'Western']",Bar or Pub, Telok Ayer Conservation Area Stanley Street 068724
Greenleaf Cafe (Little India Conservation Area),"['Indian', 'Vegetarian']",Cafe, Little India Conservation Area Cuff Road 209753
Going Om,"['Drinks', 'European', 'Italian', 'Western']",Bar or Pub,  Haji Lane 189256
So Pho (Vivo City),['Vietnamese'],Restaurant,#01-171 Vivocity Harbourfront Walk 098585
Spicy Thai - Thai Cafe,"['Asian', 'Steamboat', 'Thai']",Cafe,#01-01  Bedok North Street 1 460218
Don Lechon,['Filipino'],Restaurant,#01-52 Grandlink Square Guillemard Road 399849
Hai Xian Lao (Isetan Scotts),"['Chinese', 'Steamboat']",Restaurant,Level 4 Shaw Centre Orchard Road 238868
Lee Kheong Roasted Delicacy,"['Cantonese', 'Chinese']",Kiosk or Stall,#02-47 Hong Lim Food Centre Upper Cross Street 051531
Ciao@Italian Risto Bar,['Italian'],Restaurant,#01-01  Haji Lane 189201
The Dining Room (Resorts World Sentosa),"['Asian', 'Cantonese', 'Chinese', 'Teochew']",Restaurant,Level 2 Crockfords Tower (Resorts World Sentosa) Artillery Avenue 099958
Kinou,"['Cocktails', 'Drinks', 'Fusion', 'International', 'Snacks']",Restaurant, Tanjong Pagar Conservation Area Tras Street 079020
La Braceria Pizza and Grill,"['European', 'Italian', 'Western']",Restaurant,  Greendale Avenue 289501
Raku Japanese Restaurant & Bar,"['Asian', 'Japanese']",Restaurant, Hillcrest Park Greenwood Avenue 289201
Jing Long Seafood Restaurant,"['Asian', 'Chinese']",Restaurant,#01-152  Bedok North Avenue 2 460412
Indian Curry House (Bukit Timah),"['Asian', 'Indian', 'North Indian', 'South Indian', 'Wine']",Bar or Pub,#01-03 Sixth Avenue Center Bukit Timah Road 279883
Geláre (The Star Vista),"['Desserts', 'Halal', 'Western']",Cafe,#02-27 The Star Vista Vista Exchange Green 138617
Rani's Authentic Indian Cuisine,"['Asian', 'Indian']",Restaurant, National University Of Singapore (i3) Heng Mui Keng Terrace 119613
The Manhattan Fish Market (Northpoint City),"['American', 'Halal', 'Seafood', 'Western']",Restaurant,#02-07 Northpoint City Yishun Avenue 2 769098
 (Under Renovation) LUCID,"['Desserts', 'Snacks']",Cafe,  Hamilton Road 209208
Meatsmith Little India,"['American', 'Barbecue', 'Indian']",Restaurant,  Campbell Lane 209894
Soon Lee (Clementi Avenue 3),"['Chinese', 'Snacks']",Kiosk or Stall,#01-26 Clementi Avenue 3 Clementi Avenue 3 120448
Maki-San (The Cathay),['Japanese'],Cafe,#B1-17/18 The Cathay Handy Road 229233
The Square @ Furama (Furama),['International'],Restaurant, Furama Riverfront Singapore Havelock Road 169633
Hai Sing Coffee Stall,"['Drinks', 'Singaporean', 'Snacks']",Kiosk or Stall,#01-27 Bendemeer Market and Food Centre Bendemeer Road 330029
Geláre (Bugis+),"['Desserts', 'Halal', 'Western']",Cafe,#05-10 Bugis+ Victoria Street 188067
Coffee Hive (Central Square Village Residences),"['Drinks', 'Local', 'Western']",Cafe,#01-15 Central Square Village Residences Havelock Road 059765
Beer Factory,"['Indian', 'Western']",Bar or Pub,#01-07 Capital Square Church Street 049482
Nam Sing Hokkien Fried Mee,"['Asian', 'Chinese', 'Hokkien', 'Local']",Kiosk or Stall,#01-32 Old Airport Road Food Centre Old Airport Road 390051
Jai Thai (Purvis Street),"['Asian', 'Thai']",Restaurant,#01-01 An Chuan Building Purvis Street 188604
Harry's (Cuppage),"['Beer', 'Cocktails', 'Drinks', 'Western']",Bar or Pub, Cuppage Terrace Cuppage Road 229450
Da Sheng Minced Pork Noodles,"['Asian', 'Chinese']",Kiosk or Stall,#01-3139 Happy Hawkers Bedok Reservoir Road 470739
The Red Beret,"['Asian', 'Western']",Restaurant, Raintr33 Hotel Singapore Hendon Road 509673
Xin Heng Feng Guo Tiao Stall,"['Asian', 'Chinese', 'Local']",Kiosk or Stall,#01-14/15 Whampoa Market Whampoa Drive 320091
The White Rabbit,"['European', 'Western']",Restaurant,  Harding Road 249541
Geláre (Tampines One),"['Desserts', 'Halal', 'Western']",Cafe,#04-K2/K3 Tampines One Tampines Central 1 529536
Brotzeit German Bier Bar & Restaurant (Vivo City),"['Beer', 'European', 'German', 'Western', 'Wine']",Bar or Pub,#01-149/151 Vivocity HarbourFront Walk 098585
Spinelli Coffee Company (Harbourfront Tower 1),"['American', 'Snacks', 'Western']","Manufacturing, Industrial & Construction",#01-08 Harbourfront Tower 1 Harbourfront Place 098633
Morganfield's (Vivo City),"['American', 'Western']",Restaurant,#01-51A Vivocity Harbourfront Walk 098585
Geláre (Causeway Point),"['Desserts', 'Halal', 'Western']",Cafe,#03-K06/K07/K08 Causeway Point Woodlands Square 738099
Killiney (Apex @ Henderson),['Singaporean'],Cafe,#01-06 Apex @ Henderson Henderson Road 159545
Mr Marlin Sea Mart & Bistro,['Western'],Restaurant, Ban Guan Park Greenleaf Road 279354
Happy Hut Bistro & Bar,"['Drinks', 'Western']",Bar or Pub,#01-K1 CT Hub Kallang Avenue 339407
Little Vietnam,"['Asian', 'Beer', 'Indochinese', 'Vietnamese']",Bar or Pub,#01-25 Grandlink Sq Guillemard Road 399849
Steakville,"['Cocktails', 'Drinks', 'Italian', 'Steak and Grills', 'Western']",Restaurant,#01-56 Sunshine Plaza Bencoolen Street 189652
Hai Di Lao (Clarke Quay),"['Asian', 'Chinese', 'Seafood', 'Sichuan', 'Steamboat']",Restaurant,#02-04 Clarke Quay River Valley Road 179023
Four Points Eatery,['Seafood'],Restaurant,"Level 1 Four Points By Sheraton Singapore, Riverview Havelock Road 169629"
