placeId,Stall Name,Cuisine,Cuisine 1,Cuisine 2,Cuisine 3,Shop Type,Address,Google Address,Average Review,Number of Reviews
12129,Mary Chia (Goldhill Centre),[None],,,,Food Retailer, Goldhill Centre Thomson Road 307628,"183 Thomson Rd, Goldhill Centre, Singapore 307628",4.1,13
12130,Tanjung Pinang Delicacies,"['Asian', 'Malaysian']",Asian,Malaysian,,Restaurant,#05-51 Far East Plaza Scotts Road 228213,"Far East Plaza, 14 Scotts Road, #05-51, Singapore 228213",4.6,7
12131,The Providore (Tang Plaza),"['Australian', 'Western']",Australian,Western,,Restaurant,#02-22 Tang Plaza Orchard Road 238864,"310 Orchard Rd, #02 - 22, Singapore 238864",3.6,87
12132,Pizza Face (Concourse Skyline),"['American', 'European', 'Italian', 'Western']",American,European,Italian,Cafe,#01-03 Concourse Skyline Beach Road 199600,"302 Beach Rd, #01-03 Concourse Skyline, Singapore 199600",4.7,334
12133,Miao Xiang Vegetarian,"['Chinese', 'Vegetarian']",Chinese,Vegetarian,,Kiosk or Stall,#01-189 New Upper Changi Road Hawker Centre New Upper Changi Road 461058,"58 New Upper Changi Rd, Singapore 461058",,
12134,Ah Choo Porridge (Lui's) ChickenRice,['Chinese'],Chinese,,,Kiosk or Stall,#01-174 New Upper Changi Road Hawker Centre New Upper Changi Road 461058,"58 New Upper Changi Rd, #01-174, Singapore 461058",4,1
12135,Noka,['Japanese'],Japanese,,,Restaurant,#07-38 Funan  (LIFT LOBBY A) North Bridge Road 179097,"#07-38 Funan 109 North Bridge Road (Lift, Lobby A, Singapore 179097",4.7,160
12136,Captain K Seafood Tower (Middle Road),"['Asian', 'Seafood']",Asian,Seafood,,Restaurant,#01-00 Midland House Middle Road 188970,"112 Middle Rd, #01-00A Midland House, Singapore 188970",4.3,462
12137,Measuring Happiness,"['Desserts', 'Halal']",Desserts,Halal,,Confectionery or Bakery,#01-01  North Bridge Road 198723,"755 North Bridge Rd, Singapore 198723",5,1
12138,Saap Saap Thai (Funan),['Thai'],Thai,,,Restaurant,#B1-33 Funan North Bridge Road 179097,"109 North Bridge Rd, #B1-33 Funan Mall, Singapore 179097",3.5,44
12139,Duke Bakery (United Square),['Snacks'],Snacks,,,Confectionery or Bakery,#B1-61 United Square Thomson Road 307591,"101 Thomson Rd, #B1-61, Singapore 307591",4.2,22
12140,Hup Soon Fish Head Bee Hoon,['Chinese'],Chinese,,,Kiosk or Stall,#01-167 New Upper Changi Road Hawker Centre New Upper Changi Road 461058,,,
12141,Everyday Come Yong Tau Foo,['Chinese'],Chinese,,,Kiosk or Stall,#01-21 79/79A Circuit Road Food Centre Circuit Road 370079,,,
12142,Daun Pandan Rice Dumpling (White Sands),"['Chinese', 'Local']",Chinese,Local,,Kiosk or Stall,B1-K08 White Sands Shopping Centre Pasir Ris Central Street 3 518457,"1 Pasir Ris Central Street 3, Singapore 518457",5,1
12143,Bismillah,"['Halal', 'Indian']",Halal,Indian,,Kiosk or Stall,#02-83 Amoy Street Food Centre Maxwell Road 069111,"7 Maxwell Rd, Singapore 069111",5,1
12144,Mouth Restaurant,"['Asian', 'Cantonese', 'Chinese']",Asian,Cantonese,Chinese,Restaurant,#01-01/02 Air View Building Maxwell Road 069116,"38 Maxwell Rd, #01-01/02 Airview Building, Air View Building, Singapore 069116",3.8,488
12145,Fatburger (Velocity),['Western'],Western,,,Restaurant,#01-08/09 Velocity @ Novena Square Thomson Road 307683,"238 Thomson Rd, #01-08/09, Singapore 307683",3.9,813
12146,922 Beng Cheng Restaurant,['Chinese'],Chinese,,,Restaurant,  Upper Thomson Road 787118,"922 Upper Thomson Rd, Singapore 787118",5,1
12147,Dong Ji La Mian Xiao Long Bao,"['Asian', 'Chinese']",Asian,Chinese,,Kiosk or Stall,#01-14 Bedok Interchange Food centre New Upper Changi Road 460207,"Jurong Gateway Rd, Blk 134, Singapore 600134",4.3,68
12148,Da Zong Mei Shi,['Chinese'],Chinese,,,Kiosk or Stall,#01-19 Changi Village Hawker Centre Changi Village Road 500002,,,
12149,KFC (Hillion Mall),"['Halal', 'Western']",Halal,Western,,Fast Food Place,#B2-55/56 Hillion Mall Petir Road 678278,"17 Petir Rd, #B2-54 to 56, Singapore 529684",3.8,485
12150,TungLok XiHe Peking Duck (Orchard Central),['Chinese'],Chinese,,,Restaurant,#07-07/09 Orchard Central Orchard Road 238896,"181 Orchard Rd, 07-07/08/09, Singapore 238896",4.2,419
12151,NY Night Market (313@Somerset),['Korean'],Korean,,,Restaurant,#01-29 313 @ Somerset Orchard Road 238895,"181 Orchard Road 313@Somerset, #01-29, 238896",3.3,183
12152,Tossz,['Western'],Western,,,Cafe,#01-29 Nankin Row Pickering Street 048660,"29 Nankin St, Singapore 048895",4,1
12153,Zi Zai Vegetarian Food,['Chinese'],Chinese,,,Kiosk or Stall,#01-694 79/79A Circuit Road Food Centre Circuit Road 370079,,,
12154,Mr Pnut (Pasir Ris Drive),"['Local', 'Singaporean']",Local,Singaporean,,Confectionery or Bakery,#01-13 Hdb-pasir Ris Pasir Ris Drive 4 510440,Pasir Ris Street 21,3.3,3
12155,The Roti Prata House,"['Asian', 'Indian', 'North Indian', 'South Indian']",Asian,Indian,North Indian,Cafe,  Upper Thomson Road 574370,"246 Upper Thomson Rd, Singapore 574370",,
12156,Happy Crab Seafood,"['Barbecue', 'Chinese', 'Local', 'Seafood', 'Singaporean']",Barbecue,Chinese,Local,Restaurant,  Pahang Street 198613,"13 Pahang St, Singapore 198613",4.2,166
12157,Ci Yan Organic Vegetarian Health Food,"['Asian', 'Chinese', 'Vegetarian']",Asian,Chinese,Vegetarian,Restaurant,  Smith Street 058922,"8 Smith St, Singapore 058922",4.3,186
12158,Sushi Mieda,"['Asian', 'Japanese']",Asian,Japanese,,Restaurant,Level 10 Oue Bayfront Collyer Quay 049322,"Level 10 OUE Tower, 60 Collyer Quay, 049322",4.6,34
12159,TASTE by TungLok,['Chinese'],Chinese,,,Restaurant,Level 1  Merchant Road 058268,"23 Merchant Rd, Level 1, Singapore 058268",4.6,12
12160,The Providore (Raffles Place),"['Australian', 'Western']",Australian,Western,,Groceries & Liquor,  Raffles Place 048625,"7 Raffles Place, Singapore 048625",4.1,611
12161,Anees Drinks Stall,"['Drinks', 'Snacks']",Drinks,Snacks,,Kiosk or Stall,#01-76 Amoy Street Food Centre Maxwell Road 069111,"7 Maxwell Rd, Singapore 069111",,
12162,Hollywood Braised Duck Rice,['Singaporean'],Singaporean,,,Kiosk or Stall,#01-73 Sims Vista Market & Food Centre Sims Place 380049,"49 Sims Pl, #01-73, Singapore 380049",4.3,41
12163,Wuhan Food House,"['Asian', 'Chinese']",Asian,Chinese,,Restaurant,#01-33 Chinatown Point New Bridge Road 059413,,,
12164,Fish Soup (Amoy Street Food Centre),['Chinese'],Chinese,,,Kiosk or Stall,#01-15J Amoy Street Food Centre Maxwell Road 069108,"7 Maxwell Rd, Singapore 069111",,
12165,Micasa,"['European', 'Spanish', 'Western']",European,Spanish,Western,Cafe,#02-199 Bukit Timah Market Upper Bukit Timah Road 588215,"51 Upper Bukit Timah Rd, Singapore 588215",5,1
12166,Ong Lai Economic Rice,"['Asian', 'Chinese']",Asian,Chinese,,Kiosk or Stall,#02-42 Holland Drive Market and Food Centre Holland Drive 270044,"44 Holland Dr, Singapore 270044",,
12167,ENG's Wantan Noodle (Thomson Plaza),['Chinese'],Chinese,,,Kiosk or Stall,#01-105 Thomson Plaza Upper Thomson Road 574408,"101 Thomson Rd, #01-k01, Singapore 307591",4.4,5
12168,Puri Puri,['Japanese'],Japanese,,,Cafe,  Beach Road 199579,"161 Lavender St, #01-04, Singapore 338750",4.6,119
12169,Yi Heng Fish Porridge,['Chinese'],Chinese,,,Kiosk or Stall,#01-192 New Upper Changi Road Hawker Centre New Upper Changi Road 461058,"58 New Upper Changi Rd, Singapore 461058",4.8,4
12170,Wolfpack Bar & Bistro,"['Beer', 'Drinks', 'Western']",Beer,Drinks,Western,Bar or Pub, Thomson Garden Estate Upper Thomson Road 574352,"220 Upper Thomson Rd, Singapore 574352",3.4,26
12171,Old Street Bak Kut Teh (Funan Mall),"['Asian', 'Chinese', 'Local']",Asian,Chinese,Local,Restaurant,#B2-26 Funan Mall North Bridge Road 179105,"109 North Bridge Rd, Funan, Singapore 179097",3.3,21
12172,Longtail Asian Brasserie & Bar,"['Asian', 'Chinese', 'Fusion', 'Thai', 'Vietnamese']",Asian,Chinese,Fusion,Restaurant,#01-03 Customs House Collyer Quay 049323,"70 Collyer Quay, #01-03 Customs House,, 049323",4,56
12173,The Salad Shop,['Western'],Western,,,Cafe,#01-20 UOB Plaza 2 Bonham Street 049782,"UOB Plaza 2, Raffles Place, #01-20 80, 048624",4.4,230
12174,Haji Kadir Food Chains,"['Halal', 'Indian']",Halal,Indian,,Kiosk or Stall,#B1-13/14/15 Golden Mile Food Centre Beach Road 199583,"505 Beach Rd, #B1-13/14 Golden Mile Food Centre, Singapore 199583",4.3,249
12175,Kra Pow Thai Street Food,['Thai'],Thai,,,Kiosk or Stall,#03-26 & 27 Far East Plaza Scotts Road 228217,"14D Scotts Rd, #03-26/27, Singapore 228217",4.2,456
12176,Mohamed Faisal Seeni Eating House,"['Asian', 'Halal', 'Indian']",Asian,Halal,Indian,Kiosk or Stall,#01-37 Ghim Moh Market and Food Centre Ghim Moh Road 270020,"20 Ghim Moh Rd, Singapore 270020",5,2
12177,Gourmet Heritage (Bedok Town Square),"['Chinese', 'Singaporean']",Chinese,Singaporean,,Cafe,#01-01/02/03 Bedok Town Square New Upper Changi Road 464208,"208C New Upper Changi Rd, Singapore 463208",4,167
12178,Outback Steakhouse (Orchard Gateway),"['American', 'Steak and Grills', 'Western', 'Wine']",American,Steak and Grills,Western,Restaurant,#04-01 Orchard Gateway Orchard Road 238858,"277, #04-01 Orchard Rd, Orchard Gateway, 238858",3.1,634
12179,Thai Tanic Hot Pot (Temporarily Closed),"['Local', 'Seafood', 'Steamboat', 'Thai']",Local,Seafood,Steamboat,Restaurant,  Sultan Gate 198491,,,
12180,Haruyuki Izakaya & Bar,"['Fusion', 'Japanese']",Fusion,Japanese,,Bar or Pub,  Keong Saik Road 089129,"22 Keong Saik Rd., Singapore 089129",5,7
12181,Kuji Sushi Bar,"['Asian', 'Japanese']",Asian,Japanese,,Restaurant,#01-42 Nankin Row Pickering Street 048660,"3 Pickering Street, #01-42,Nankin Row, 048660",4.3,365
12182,Wak Ju & Family,"['Chinese', 'Malaysian', 'Snacks']",Chinese,Malaysian,Snacks,Kiosk or Stall,#01-65 Amoy Street Food Centre Maxwell Road 069111,"7 Maxwell Rd, Singapore 069111",,
12183,Towkay Prawn Mee,"['Asian', 'Chinese', 'Local']",Asian,Chinese,Local,Kiosk or Stall,#01‐258  Sin Ming Road 570022,,,
12184,Dee Tongue Thai by Rung Mama,"['Asian', 'Thai']",Asian,Thai,,Restaurant,#02-33 Golden Mile Complex Beach Road 199588,"5001 Beach Rd, #02-33 Golden Mile Complex, Singapore 199588",4.3,98
12185,Sincere Kitchen Double-Boiled Soups,"['Asian', 'Local']",Asian,Local,,Kiosk or Stall,#01-25 Timbre+ Ayer Rajah Crescent 139957,,,
12186,Fruit Juice & Sugar Cane Juice,[None],,,,Kiosk or Stall,#01-1082 People's Park Cooked Food Centre New Market Road 050032,,,
12187,Cafe Manuka,"['American', 'Snacks']",American,Snacks,,Cafe,#05-K3/K4 Paragon Orchard Road 238859,"290 Orchard Rd, Singapore 238859",4,108
12188,Brauhaus Restaurant & Pub,"['Beer', 'Drinks', 'European', 'German', 'Western']",Beer,Drinks,European,Bar or Pub,#B1-13/14 United Square Thomson Road 307591,"101 Thomson Rd, B1 – 13 / 14, Singapore 307591",4.4,279
12189,Xiang Xiang Traditional Taiwanese Cuisine (Bedok Point),['Taiwanese'],Taiwanese,,,Restaurant,#01-04 Bedok Point New Upper Changi Road 467351,"799 New Upper Changi Rd, #01-04, Singapore 467351",4.5,197
12190,The Hot Kitchen Bar & Bistro,"['Beer', 'Fusion', 'Pizza', 'Western', 'Wine']",Beer,Fusion,Pizza,Bar or Pub,#01-01 Lumiere Mistri Road 079624,"2 Mistri Rd, #01-01 The Lumiere, Singapore 079624",4,92
12191,Drunken Farmer,"['Beer', 'Drinks', 'Wine']",Beer,Drinks,Wine,Bar or Pub,  Minden Road 248819,"11 Stanley St, Singapore 068730",,
12192,Wei Zhi Xiang,"['Fruits & Drinks', 'Juices']",Fruits & Drinks,Juices,,Kiosk or Stall,#01-13 Marsiling Lane Food Centre Marsilling Lane 730020,"20 Marsiling Ln, Singapore 730019",,
12193,The Fresh Bread Shop (Empress Road),['Snacks'],Snacks,,,Confectionery or Bakery,#01-77 Empress Road Market and Food Centre Empress Road 260007,"#01-05, 8 Empress Rd, 260008",4.4,361
12194,Hoodadak,['Korean'],Korean,,,Restaurant,#01-10 Galaxis Fusionopolis Place 138522,"1 Fusionopolis Pl, #01-10 Galaxis, Singapore 138522",4.3,197
12195,Paramount Music Lounge,[None],,,,Bar or Pub,  Geylang Road 389343,"298 Geylang Rd, Singapore 389342",4.1,80
12196,Xin Heng Fried Kway Teow,"['Asian', 'Chinese', 'Local']",Asian,Chinese,Local,Kiosk or Stall,#02-181 Bukit Timah Market and Food Centre Upper Bukit Timah Road 588172,"51 Upper Bukit Timah Rd, Singapore 588172",3.6,9
12197,SBAGLIATO Kitchen & Bar,"['Italian', 'Western']",Italian,Western,,Bar or Pub,  Amoy Street 049947,"3/4 Amoy street Inside Far East Square, Between Subway and, Starbucks, 049946",4.3,163
12198,Each A Cup (Bt Panjang Integrated Transport Hub),['Drinks'],Drinks,,,Kiosk or Stall,#01-61 Bt Panjang Integrated Transport Hub Petir Road 678270,"15, #01-61 Petir Rd, 678270",3.3,6
12199,Al-Habib Muslim Food,"['Asian', 'Indian']",Asian,Indian,,Restaurant,- Bukit Panjang Neighbourhood Centre Bangkit Road 670259,"301 Punggol Central, #01-06, Singapore 820301",3.8,32
12200,Vegetarian Curry Puff,['Snacks'],Snacks,,,Kiosk or Stall,#01-690 79/79A Circuit Road Food Centre Circuit Road 370079,,,
12201,Fong Guan Vegetarian Food,"['Chinese', 'Singaporean', 'Vegetarian']",Chinese,Singaporean,Vegetarian,Kiosk or Stall,#01-96 North Bridge Road Market and  Food Centre North Bridge Road 198783,"10 North Bridge Rd, #01-96, Singapore 190010",4.4,7
12202,Selera Menanti Traditional Malay Cuisine,"['Chinese', 'Halal', 'Malaysian', 'Singaporean', 'Snacks']",Chinese,Halal,Malaysian,Kiosk or Stall,#01-120 Marsiling Lane Market Marsilling Lane 730021,"21 Marsiling Ln, Singapore 730021",4.1,9
12203,Mus Corner,"['Asian', 'Malaysian']",Asian,Malaysian,,Kiosk or Stall,  Everton Park 080007,"7 Everton Park, Block 7, Singapore 080007",,
12204,Amoy Food Centre Fried Kway Teow Stall,"['Chinese', 'Local']",Chinese,Local,,Kiosk or Stall,#01-01 Amoy Street Food Centre Maxwell Road 069111,"7 Maxwell Rd, Singapore 069111",,
12205,Rocovo Restaurant,"['Chinese', 'Singaporean']",Chinese,Singaporean,,Restaurant, Goldhill Centre Thomson Road 307586,"151 Thomson Rd, Singapore 307606",4.8,17
12206,Stuff'd (Bedok Mall),"['Halal', 'Mexican', 'Turkish']",Halal,Mexican,Turkish,Kiosk or Stall,#B2-22 Bedok Mall New Upper Changi Road 467360,"Bedok Mall, #B2-22, 311 New Upper Changi Road, 467360",4.3,101
12207,Ippudo SG (Mohamed Sultan),"['Asian', 'Japanese']",Asian,Japanese,,Restaurant,#01-55/56 UE Square River Valley Road 238275,"207 River Valley Rd, #01-55/56, Singapore 238275",4.1,337
12208,My Toast (Gleneagles),['Local'],Local,,,Cafe,#02-27 Gleneagles Hospital Napier Road 258500,"6 Napier Rd, Singapore 258499",,
12209,Cafe Melba at Goodman Arts Centre,"['Australian', 'European', 'Italian', 'Pizza', 'Western']",Australian,European,Italian,Cafe,#01-56 Goodman Arts Centre Block N Goodman Road 439053,"90 Goodman Road Block N, #01-56, 439053",3.8,839
12210,Ristorante Da Valentino,"['European', 'Italian', 'Western']",European,Italian,Western,Restaurant,#01-19 The Grandstand Turf Club Road 287994,"200 Turf Club Rd, #01-19, Singapore 287994",4.6,514
12211,Domino's Pizza (Holland),"['Halal', 'Pizza', 'Western']",Halal,Pizza,Western,Restaurant,#01-81  Holland Drive 270042,"Blk 42 Holland Dr, #01-81, Singapore 270042",3.9,73
12212,Lao Ban Soya Beancurd,['Desserts'],Desserts,,,Kiosk or Stall,#01-107 Old Airport Road Hawker Centre Old Airport Road 390051,"51 Old Airport Rd, #1-107, Singapore 390051",4.1,41
12213,Easy Thai,"['Asian', 'Indochinese', 'Thai']",Asian,Indochinese,Thai,Restaurant,#01-5101  North Bridge Road 190010,"10 Eunos Rd 8, Level 2, Singapore 408600",4.6,22
12214,Nick B.B.Q,['Seafood'],Seafood,,,Kiosk or Stall,#01-734 79/79A Circuit Road Food Centre Circuit Road 370079,"55 Serangoon Garden Way, Singapore 555951",4.3,323
12215,Live Twice,"['Beer', 'Cocktails', 'Drinks', 'Japanese', 'Wine']",Beer,Cocktails,Drinks,Bar or Pub,  Bukit Pasoh Road 089834,"20 Bukit Pasoh Rd, Singapore 089834",4.5,75
12216,Cuba Libre Cafe & Bar,"['American', 'Cuban', 'Drinks', 'Western']",American,Cuban,Drinks,Bar or Pub,#01-13 Clarke Quay River Valley Road 179021,,,
12217,Zhen Xiang Mei Shi,"['Asian', 'Seafood']",Asian,Seafood,,Restaurant,#01-44 Sims Vista Market & Food Centre Sims Place 380049,"49 Sims Pl, #01-44, Sims Vista Market & Food Centre, Singapore 380049",4,3
12218,Shanghai Family Restaurant,"['Asian', 'Chinese', 'Shanghainese']",Asian,Chinese,Shanghainese,Restaurant, Geylang Conservation Area Geylang Road 389675,"789 Geylang Rd, Singapore 389675",4,107
12219,House of Yummy (NTU),"['Chinese', 'Desserts', 'Halal']",Chinese,Desserts,Halal,Kiosk or Stall, Nanyang Technological University Students Walk 639548,"50 Nanyang Ave, 639798",,
12220,K-Lim Kitchen,[None],,,,Kiosk or Stall,  Marsiling Rise 730131,"137 Geylang Rd, Singapore 389227",,
12221,Hainan Coffee,['Drinks'],Drinks,,,Kiosk or Stall,#02-186 Bukit Timah Market and Food Centre Upper Bukit Timah Road 588172,"51 Upper Bukit Timah Rd, Singapore 588172",2,2
12222,Skinny's Lounge,['Drinks'],Drinks,,,Bar or Pub,  Boat Quay 049870,"82, #01-02 Boat Quay, 049870",4.3,622
12223,Unkai Teppanyaki,['Japanese'],Japanese,,,Kiosk or Stall,#01-88/89 Old Airport Road Food Centre Old Airport Road 390051,"51 Old Airport Rd, #01-88, Singapore 390051",3.6,16
12224,Delifrance (Thomson Medical Centre),"['French', 'Snacks']",French,Snacks,,Cafe,#01-05 Thomson Medical Centre Thomson Road 307677,"339, Thomson Rd, #01-05 Thomson Medical Centre, 307677",2.2,21
12225,Wu Han Food House,"['Asian', 'Chinese']",Asian,Chinese,,Restaurant,  New Bridge Road 059413,,,
12226,Mini Wok (United Square),['Chinese'],Chinese,,,Kiosk or Stall,"Stall #8 Food Junction, United Square Thomson Road 307591","101 Thomson Rd, Singapore 307591",,
12227,A.Ridzwan Plaza,['Malaysian'],Malaysian,,,Kiosk or Stall,#B1-10/18 Golden Mile Food Centre Beach Road 199583,,,
12228,Quarterdeck Xavier's Cafe,"['Snacks', 'Western']",Snacks,Western,,Cafe,  Portsdown Road 139295,,,
12229,Sarnies,"['Australian', 'Western']",Australian,Western,,Cafe, Telok Ayer Conservation Area Telok Ayer Street 068601,"Telok Ayer St, 136, Singapore 068601",,
12230,Chen Jia Zhuang Mei Shi,['Chinese'],Chinese,,,Kiosk or Stall,#B1-46 Golden Mile Food Centre Beach Road 199583,"74 Lor 4 Toa Payoh, #01-03 Block 74, Singapore 310074",3.8,33
12231,Rock Bar,"['Drinks', 'Western']",Drinks,Western,,Restaurant,#01-06 Quayside Isle Ocean Way 098375,"31 Ocean Way, #01 - 06, 098375",3.8,60
12232,NOX - Dine in the Dark,"['European', 'Modern European', 'Western']",European,Modern European,Western,Restaurant,  Beach Road 199546,"269 Beach Rd, Singapore 199546",4.4,649
12233,138 Kway Chap & Porridge,"['Chinese', 'Teochew']",Chinese,Teochew,,Kiosk or Stall,#02-138 Bukit Timah Market & Food Centre Upper Bukit Timah Road 588172,"116 Upper Bukit Timah Rd, Singapore 588172",4.6,21
12234,Ji Xiang Traditional Ang Ku Kueh,"['Asian', 'Chinese', 'Snacks']",Asian,Chinese,Snacks,Confectionery or Bakery,#01-33  Everton Park 081001,"#01-33 Everton Park, Blk 1, Singapore 081001",4.4,336
12235,Lin Ji Wonton Noodles (Golden Mile Food Centre),['Chinese'],Chinese,,,Kiosk or Stall, Golden Mile Food Centre Beach Road 199583,"505 Beach Rd, Singapore 199583",,
12236,Mei Xiang Vegetarian Food,['Vegetarian'],Vegetarian,,,Coffee Shop,#01-5131  North Bridge Road 190010,"10 North Bridge Rd, Singapore 190010",,
12237,Farm Appetit,[None],,,,Cafe,#01-12/13  Pandan Gardens 609336,"200 Pandan Gardens, #01-12/13, Singapore 609336",4.5,33
12238,Le Papillon,"['European', 'French', 'Italian', 'Western']",European,French,Italian,Restaurant,#01-02 Red Dot Traffic Building Maxwell Road 069120,"600 North Bridge Rd, Singapore 188778",,
12239,Maxwell Masaala,"['Asian', 'Halal', 'Indian', 'South Indian']",Asian,Halal,Indian,Restaurant,#01-01  Maxwell Road 069116,"65 Airport Blvd., Singapore 819663",,
12240,Sixteen Ounces,"['Beer', 'Drinks', 'Western']",Beer,Drinks,Western,Bar or Pub, The Rail Mall Upper Bukit Timah Road 678049,"398 Upper Bukit Timah Rd, The Rail Mall, Singapore 678049",4.2,206
12241,Whyogurt (Pasir Ris Farmway 2),['Desserts'],Desserts,,,Kiosk or Stall,  Pasir Ris Farmway 2 519319,,,
12242,The Populus Coffee & Food Co.,['International'],International,,,Cafe,  Neil Road 088875,"146 Neil Rd, Singapore 088875",,
12243,Mayflower Drink Stall,['Fruits & Drinks'],Fruits & Drinks,,,Kiosk or Stall,#01-32 Blk 162 Ang Mo Kio Food Centre Ang Mo Kio Avenue 4 560162,"162 Ang Mo Kio Ave 4, Singapore 560162",3.9,834
12244,D'zess Pub,"['Beer', 'Cocktails', 'Drinks', 'Wine']",Beer,Cocktails,Drinks,Bar or Pub,  Maude Road 208355,"81 Maude Rd, Singapore 208355",,
12245,Fun Toast (Capitol Piazza),"['Asian', 'Drinks', 'Singaporean']",Asian,Drinks,Singaporean,Cafe,#B2-25 Capitol Piazza Stamford Road 178905,"13 Stamford Rd, #B2-25 Capitol Piazza, Singapore 178884",2.2,6
12246,25 Degrees Burger & Liquor Bar,"['American', 'Desserts', 'Drinks', 'Western', 'Wine']",American,Desserts,Drinks,Bar or Pub,Level 1 Hotel G Singapore Middle Road 188980,"200 Middle Rd, Hotel G, Singapore 188980",4.1,921
12247,The Rock By the Well,"['Asian', 'Chinese', 'Indonesian', 'Local', 'Malaysian', 'Singaporean']",Asian,Chinese,Indonesian,Cafe,#B1-08 Chevron House Raffles Place 048622,"30 Raffles Place, Singapore 048622",,
12248,Tolido's Espresso Nook,['Western'],Western,,,Cafe,#01-63  Crawford Lane 190462,"462 Crawford Ln, #01-63, Singapore 190462",,
12249,Fu Jian Lao Huo Tang,['Chinese'],Chinese,,,Kiosk or Stall,#01-59 Alexandra Village Food Centre Bukit Merah Lane 1 150120,,,
12250,Choon Heng Snack Bar,['Snacks'],Snacks,,,Coffee Shop,#01-29 Katong Shopping Centre Mountbatten Road 437844,"865 Mountbatten Rd, Singapore 437844",,
12251,Old Airport Road Wanton Noodle (Bukit Timah Market & Food Centre),['Asian'],Asian,,,Kiosk or Stall,#02-155 Bukit Timah Market & Food Centre Upper Bukit Timah Road 588215,"#02-155, 51 Upper Bukit Timah Rd, 588215",3.7,9
12252,Daun Pandan Rice Dumpling (House of Tang),"['Asian', 'Chinese', 'Local']",Asian,Chinese,Local,Kiosk or Stall, Tang Plaza Orchard Road 238864,"53 Ang Mo Kio Ave 3, Singapore 569933",2.2,5
12253,The Veggie Dojo,"['Vegetarian', 'Western']",Vegetarian,Western,,Kiosk or Stall,#01-195 New Century Food House Bishan Street 11 570151,"151 Bishan Street 11, #01-195, Singapore 570151",4.4,45
12254,Fork and Chopsticks,"['Asian', 'Beer', 'Chinese', 'Fusion', 'Western', 'Wine']",Asian,Beer,Chinese,Bar or Pub,01-121 Midview City Sin Ming Lane 573971,"26 Sin Ming Ln, #01-121, Singapore 573971",,
12255,Cahaya Murni Halal Muslim Food,"['Asian', 'Chinese', 'Halal', 'Zi Char']",Asian,Chinese,Halal,Cafe,#05-69/91/92 Far East Plaza Scotts Road 228213,"14, Scotts Rd, #05-91/92, Far East Plaza, 228213",4,104
12256,Lucy's Penang Delights,"['Asian', 'Chinese', 'Malaysian', 'Nonya / Peranakan']",Asian,Chinese,Malaysian,Kiosk or Stall,#01-05 Aljunied Market & Food Centre Aljunied Avenue 2 380117,"711 Ang Mo Kio Ave 8, 8, Singapore 560711",3.7,35
12257,Coffee Hive (Cecil Court),"['Asian', 'Western']",Asian,Western,,Cafe,#01-02 Cecil Court Cecil Street 069538,"138 Cecil St, Singapore 069538",3.4,70
12258,Ming Claypot,['Chinese'],Chinese,,,Kiosk or Stall,#01-02 79/79A Circuit Road Food Centre Circuit Road 370079,"79 Circuit Rd, Singapore 370079",4.2,107
12259,Atlantic Dining Room,"['European', 'Western']",European,Western,,Restaurant,#62-00 / #63-00 / #64-00 Republic Plaza Tower 1 Raffles Place 048619,"9 Raffles Place, Singapore 048619",,
12260,Soon Soon Soon Wanton Noodles,['Chinese'],Chinese,,,Restaurant, Geylang Conservation Area Geylang Road 389582,"#01-16, 84 Marine Parade Central, Singapore 440084",1.8,15
12261,Jia Jia Le Cuisine (Food Opera @ ION Orchard),['Chinese'],Chinese,,,Kiosk or Stall,#B4-03/04 Ion Orchard Orchard Turn 238801,"2 Orchard Turn, #B4 - 03 / 04, Singapore 238801",,
12262,Nam Nam Noodle Bar (Raffles City),"['Asian', 'Vietnamese']",Asian,Vietnamese,,Restaurant,#B1-47 Raffles City Shopping Centre North Bridge Road 179103,"252 North Bridge Road #B1-46/47, Raffles City Shopping Centre, 179103",3.8,489
12263,Peck Choon Yuan Cafe House,['Drinks'],Drinks,,,Kiosk or Stall,#01-1056 People's Park Cooked Food Centre New Market Road 050032,"32 New Market Rd, Singapore 050032",,
12264,Subway (Anchorpoint),"['American', 'Snacks', 'Western']",American,Snacks,Western,Cafe,#01-11 Anchorpoint Shopping Centre Alexandra Road 159953,"370 Alexandra Rd, #01-11 Anchorpoint Shopping Centre, Singapore 159953",3.7,9
12265,Amy's Laksa,"['Asian', 'Chinese', 'Local']",Asian,Chinese,Local,Kiosk or Stall,#01-176 New Upper Changi Road Hawker Centre New Upper Changi Road 461058,"58 New Upper Changi Rd, #01-176, Singapore 461058",4,27
12266,Fun Toast (GSH Plaza),"['Asian', 'Drinks', 'Singaporean']",Asian,Drinks,Singaporean,Cafe,#01-01 GSH Plaza Cecil Street 049705,"20 Cecil St, #01-01 PLUS (formally GSH Plaza, Singapore 409705",3.7,7
12267,21 Coffee Stall,"['Chinese', 'Drinks', 'Snacks']",Chinese,Drinks,Snacks,Kiosk or Stall,#01-117 Marsiling Lane Market Marsilling Lane 730021,"21 Marsiling Ln, Singapore 730021",5,1
12268,Kheng Fatt Beef Noodles,"['Chinese', 'Hainanese']",Chinese,Hainanese,,Kiosk or Stall,#01-89 Golden Mile Food Centre Beach Road 199583,"505 Beach Rd, #01-89, Singapore 199583",3.9,28
