placeId,Stall Name,Cuisine,Cuisine 1,Cuisine 2,Cuisine 3,Shop Type,Address,Google Address,Average Review,Number of Reviews
6116,Hanashizuku Japanese Cuisine,"['Asian', 'Japanese']",Asian,Japanese,,Restaurant,#02-01 Cuppage Plaza Koek Road 228796,"5 Koek Rd, #02-01 Cuppage Plaza, Singapore 228796",4.5,113
6117,Sin Gan Tian,"['Desserts', 'Drinks']",Desserts,Drinks,,Kiosk or Stall,B2-08 Funan North Bridge Road 179105,"109 North Bridge Rd, #B2-08 Funan Mall, Singapore 179105",4,19
6118,NaNa Original Thai Food (Golden Mile Complex),"['Asian', 'Thai']",Asian,Thai,,Restaurant,#01-51/52/66C Golden Mile Complex Beach Road 199588,"5001 Beach Rd, #01-51/52/66A, Singapore 199588",4.1,525
6119,G.Bistro,['Local'],Local,,,Cafe,#02-02  Guillemard Road 399719,"9 Raffles Blvd, Singapore 039596",3.9,58
6120,Super 1516 Food Centre,"['Asian', 'Western']",Asian,Western,,Food Court or Canteen,#01-15/16 Upper Serangoon Shopping Centre Upper Serangoon Road 534626,"756 Upper Serangoon Rd, Up Serangoon Shopping Centre, Singapore 534626",,
6121,Ginza Anzu (Great World City),['Japanese'],Japanese,,,Cafe,#01-113 Great World City Kim Seng Promenade 237994,"1 Kim Seng Promenade, #01-113/114, Singapore 237994",4,136
6122,Xing Tian Yuan Restaurant,"['Chinese', 'Singaporean']",Chinese,Singaporean,,Kiosk or Stall,#01-40 Ayer Rajah Food Centre West Coast Drive 120503,"503 W Coast Dr, Singapore 120503",4.9,8
6123,Min Ho Seafood,"['Asian', 'Chinese', 'Seafood', 'Snacks']",Asian,Chinese,Seafood,Kiosk or Stall,#01-1046A/B People's Park Cooked Food Centre New Market Road 050032,"32 New Market Rd, Singapore 050032",3,1
6124,Kebabwala,"['Mediterranean', 'Turkish']",Mediterranean,Turkish,,Kiosk or Stall,Stall No. 8 Satay By The Bay Marina Gardens Drive 018953,"Stall no. 8 Marina Gardens Drive #01 - 19, 18 Satay by the Bay, 018953",4.8,47
6125,Bai Jia Yuan Ban Mian Fish Soup,['Chinese'],Chinese,,,Kiosk or Stall,#01-32 Chong Boon Food Centre Ang Mo Kio Avenue 10 561453,,,
6126,Uncle Sam's Claypots,"['Asian', 'Chinese', 'Local', 'Singaporean']",Asian,Chinese,Local,Restaurant,#01-01A Afro-Asia Building Robinson Road 068894,"603 Clementi West Street 1, Singapore 120603",,
6127,Xiang Guan Vegetarian,"['Chinese', 'Snacks', 'Vegetarian']",Chinese,Snacks,Vegetarian,Kiosk or Stall,#01-676 79/79A Circuit Road Food Centre Circuit Road 370079,,,
6128,Little Towkay Seafood,"['Asian', 'Chinese']",Asian,Chinese,,Cafe,  Cantonment Road 089770,"243 Cantonment Rd, Singapore 089770",3.9,16
6129,Fu Lin Yuan Steamboat Restaurant,"['Asian', 'Cantonese', 'Chinese', 'Sichuan']",Asian,Cantonese,Chinese,Restaurant, Atrium Residences Geylang Road (Near Lorong 28) 389472,"516 Geylang Rd, Singapore 389472",2,1
6130,Hock Ann Pork Rib Prawn Noodle,"['Chinese', 'Singaporean']",Chinese,Singaporean,,Kiosk or Stall,"#01-27 Kim Keat Palm Market and Food Centre Lorong 7, Toa Payoh 310022",,,
6131,Sweetest Moments,[None],,,,Confectionery or Bakery,  Upper Serangoon Road 534655,"30 Tai Seng Street #08-05, BreadTalk IHQ, 534013",4,58
6132,Pancake King (Thye Hwa Heng Canteen),"['Local', 'Snacks']",Local,Snacks,,Kiosk or Stall,#01-151 Thye Hwa Heng Canteen Eunos Avenue 6 409619,"29 Eunos Ave 6, Singapore 400029",3.8,131
6133,Starbucks Coffee (SIM),"['American', 'European', 'Western']",American,European,Western,Cafe,Unit C.1.07 Singapore Institute Of Management Clementi Road 599491,"461 Clementi Road, Singapore Institute of Management, Block C Unit C.1.07, 599491",4.3,80
6134,Moshi Moshi Bollywood,['Fusion'],Fusion,,,Bar or Pub,#B1-26/27 Cuppage Plaza Koek Road 228796,"B1-26/27 5 Koek Rd, Cuppage Rd, 228796",4.5,70
6135,Geláre (The Star Vista),"['Desserts', 'Halal', 'Western']",Desserts,Halal,Western,Cafe,#02-27 The Star Vista Vista Exchange Green 138617,"1 Vista Exchange Green, #02-27 The Star Vista, Singapore 138617",3.8,73
6136,Icenoie Hokkaido (City Square Mall),['Desserts'],Desserts,,,Kiosk or Stall,#B2-05/18 City Square Mall Kitchener Road 208539,"180 Kitchener Rd, B2-05-5 within Don Don Donki, Singapore 208539",4.2,31
6137,Eng Ho Fried Hokkien Prawn Mee,"['Asian', 'Chinese', 'Hokkien']",Asian,Chinese,Hokkien,Kiosk or Stall,#01-34 Teck Ghee Square Food Centre Ang Mo Kio Avenue 10 560409,"409 Ang Mo Kio Ave 10, #01-34, Singapore 560409",4.1,142
6138,Fragrance (City Square Mall),"['Chinese', 'Snacks']",Chinese,Snacks,,Food Retailer,#B1-06 City Square Mall Kitchener Road 208539,"CITY SQUARE MALL, 180 Kitchener Rd, #B1-06, 208539",4.4,8
6139,Chef Heng,"['Asian', 'Chinese', 'Local', 'Singaporean', 'Teochew']",Asian,Chinese,Local,Restaurant,  Upper East Coast Road 455211,"27, Up, E Coast Rd",,
6140,Shinshi,"['Asian', 'Japanese']",Asian,Japanese,,Restaurant, Cuppage Plaza Koek Road 228796,"5 Koek Rd, Singapore 228796",,
6141,Nee Soon Fish Head Mee Hoon,"['Chinese', 'Seafood', 'Singaporean']",Chinese,Seafood,Singaporean,Kiosk or Stall,#01-154 Chong Pang Food Centre Yishun Ring Road 760105,"104 Yishun Ring Rd, #01-154, 760103, Singapore 760104",4.1,7
6142,KOOKS Creamery (Serangoon),"['Desserts', 'Snacks']",Desserts,Snacks,,Cafe,#01-02 Hdb-chuan Estate Serangoon Avenue 4 550211,"211 Serangoon Ave 4, #01-02, Singapore 550211",4.2,336
6143,Liang He,['Chinese'],Chinese,,,Kiosk or Stall,#01-28 Teck Ghee Square Food Centre Ang Mo Kio Avenue 10 560409,"3 Sungei Kadut Street 3, Singapore 729138",,
6144,Burger King (Sembawang Shopping Centre),"['American', 'Western']",American,Western,,Fast Food Place,#01-01 Sembawang Shopping Centre Sembawang Road 758459,"604 Sembawang Rd, #01-01, Singapore 758459",3.7,464
6145,Yozora,"['Beer', 'Cocktails', 'Drinks']",Beer,Cocktails,Drinks,Bar or Pub,#03-05 Cuppage Plaza Koek Road 228796,,,
6146,Chai Seng Handmade Noodles,['Chinese'],Chinese,,,Kiosk or Stall,#B1-03 Golden Mile Food Centre Beach Road 199583,,,
6147,Odd One Out,"['Cocktails', 'Drinks', 'Singaporean', 'Steak and Grills', 'Western']",Cocktails,Drinks,Singaporean,Bar or Pub, Peranakan Place Museum Orchard Road 238846,"180 Orchard Rd, Orchard, Singapore 238846",,
6148,Hong Kee Franchise,"['Chinese', 'Dim Sum', 'Snacks']",Chinese,Dim Sum,Snacks,Kiosk or Stall,#02-16 80 Circuit Road Food Centre Circuit Road 370080,"89 Circuit Rd, Singapore 370089",,
6149,Sabai Fine Thai On The Bay,"['Asian', 'Indochinese', 'Thai']",Asian,Indochinese,Thai,Restaurant,#01-02 Customs House Collyer Quay 049323,"70 Collyer Quay, #01-02 Customs House, Singapore 049323",4.3,213
6150,Wonderful Durian,"['Asian', 'Fruits & Drinks', 'Local']",Asian,Fruits & Drinks,Local,Kiosk or Stall,  Sims Avenue 387469,"147 Sims Ave, Singapore 387469",3.1,428
6151,Yong Seng Satay,"['Chinese', 'Western']",Chinese,Western,,Kiosk or Stall,#02-123 Bukit Timah Market Upper Bukit Timah Road 588215,"51 Upper Bukit Timah Rd, #02-123, Singapore 588215",3.9,32
6152,"Tom, Dick & Hillary's","['Drinks', 'Western']",Drinks,Western,,Restaurant,  Mosque Street 059491,"11 Mosque St, Singapore 059491",4.8,69
6153,Elemen Classic (Great World City),"['Chinese', 'Vegetarian']",Chinese,Vegetarian,,Restaurant,#01-122 Great World City Kim Seng Promenade 237994,"1 #01-122, Kim Seng Promenade, Great World City, 237994",4.4,155
6154,Crystal Jade Hong Kong Kitchen (Great World City),"['Asian', 'Cantonese', 'Chinese']",Asian,Cantonese,Chinese,Restaurant,#03-127 Great World City Kim Seng Promenade 237994,"1 Kim Seng Promenade, #03-127, Singapore 237994",3.8,126
6155,Kin-D,['Thai'],Thai,,,Restaurant, Boat Quay Conservation Area Circular Road 049391,"35 Circular Rd, Singapore 049391",3.9,44
6156,The Blue Ginger (Great World City),"['Asian', 'Nonya / Peranakan']",Asian,Nonya / Peranakan,,Restaurant,#01-106 Great World City Kim Seng Promenade 237994,"1 Kim Seng Promenade, 01-106, Singapore 237994",3.5,56
6157,Shi Li Fang (City Square Mall),"['Steamboat', 'Taiwanese']",Steamboat,Taiwanese,,Restaurant,#02-53/54 City Square Mall Kitchener Road 208539,"180 Kitchener Road #02-53/54 City Square Mall, 208539",3.6,214
6158,Siam Square Mookata (Ang Mo Kio),"['Barbecue', 'Steamboat', 'Thai']",Barbecue,Steamboat,Thai,Kiosk or Stall, Teck Ghee View Ang Mo Kio Avenue 1 560332,"332 Ang Mo Kio Ave 1, Singapore 560332",,
6159,Seng He Vegetarian Food,"['Chinese', 'Vegetarian']",Chinese,Vegetarian,,Kiosk or Stall,#01-35 Teck Ghee Square Food Centre Ang Mo Kio Avenue 10 560409,"409 Ang Mo Kio Ave 10, #01-35, Singapore 560409",4.5,2
6160,Moh Heng Coffee stall,['Drinks'],Drinks,,,Kiosk or Stall,"#01-04 Kim Keat Palm Market and Food Centre Lorong 7, Toa Payoh 310022","22B Lor 7 Toa Payoh, Singapore 312022",5,3
6161,Chong Wah Coffee & Rest,"['Asian', 'Chinese', 'Local']",Asian,Chinese,Local,Coffee Shop,#01-24  Hoy Fatt Road 151028,"28 Hoy Fatt Rd, Singapore 151028",4.1,22
6162,Congee,[None],,,,Hawker,#01-07 Chong Boon Food Centre Ang Mo Kio Avenue 10 561453,,,
6163,Delicious Satay,"['Malaysian', 'Singaporean']",Malaysian,Singaporean,,Kiosk or Stall,"#01-15 Kim Keat Palm Market and Food Centre Lorong 7, Toa Payoh 310022","Blk, 22 Lor 7 Toa Payoh, Singapore 310022",4,1
6164,munmun,"['Asian', 'Singaporean']",Asian,Singaporean,,Cafe,#B1-20 Cuppage Plaza Koek Road 228796,"1 Jln Anak Bukit, #B2, 588996",3.7,6
6165,Burger King (Kitchener Complex),"['American', 'Western']",American,Western,,Fast Food Place,#01-31 Kitchener Complex French Road 200809,"01 809 French Rd, 31 Kitchener Complex, Singapore 200809",4.1,489
6166,Boost Express (VivoCity),"['Fruits & Drinks', 'Juices', 'Snacks']",Fruits & Drinks,Juices,Snacks,Kiosk or Stall,#B2-K8 Vivocity Harbourfront Walk 098585,"1 HarbourFront Walk, #02-134, Singapore 098585",3.7,46
6167,Zipp Burger & Pasta,['Western'],Western,,,Kiosk or Stall,#B1-K106 Great World City Kim Seng Promenade 237994,"1 Kim Seng Promenade #B1-K106, 069111",4.3,19
6168,KungFu Mee,['Chinese'],Chinese,,,Hawker,#B1-85/87 & #B1-112/146 Parkway Parade Marine Parade Road 449269,"163 Bukit Merah Central, Singapore 150163",4.8,9
6169,Chun Heng,['Chinese'],Chinese,,,Kiosk or Stall,"#01-49 Kim Keat Palm Market and Food Centre Lorong 7, Toa Payoh 310022","89 Frankel Ave, Singapore 458177",4.3,9
6170,Wok Hey (City Square Mall),['Chinese'],Chinese,,,Kiosk or Stall,#B1-36 City Square Mall Kitchener Road 208539,"180 Kitchener Rd, #B1 - 36, Singapore 208539",4.1,18
6171,Seng Cooked Food,['Chinese'],Chinese,,,Kiosk or Stall,#02-04 80 Circuit Road Food Centre Circuit Road 370080,"89 Circuit Rd, Singapore 370089",,
6172,Frenchie Wine Bar,['French'],French,,,Restaurant,  Teck Lim Road 088380,"81 Tras St, Singapore 079020",4.5,74
6173,Lim Koon Hot & Cold Drinks,['Drinks'],Drinks,,,Kiosk or Stall,#02-163 Bukit Timah Market and Food Centre Upper Bukit Timah Road 588172,,,
6174,Soon Lee Handmade Noodle,['Chinese'],Chinese,,,Kiosk or Stall,#01-13 Teck Ghee Square Food Centre Ang Mo Kio Avenue 10 560409,"50 Jurong Gateway Rd, Singapore 608549",4,4
6175,Tom Yum Kungfu,"['Asian', 'Indochinese', 'Steamboat', 'Thai']",Asian,Indochinese,Steamboat,Restaurant, Serangoon Garden Estate Maju Avenue 556680,"16 Circular Rd, Singapore 049372",4,255
6176,Hong Mao Qiao Fried Kway Teow,['Chinese'],Chinese,,,Kiosk or Stall,#01-28 Blk 724 Ang Mo Kio Food Centre Ang Mo Kio Avenue 6 560724,,,
6177,Seng Loo Hot And Cold Drink Stall,"['Chinese', 'Drinks']",Chinese,Drinks,,Kiosk or Stall,#02-01 Woodlands Centre Road Food Centre Woodlands Centre Road 731004,"4 Woodlands Street 12, #01-72 Marsiling Mall Hawker Centre, Singapore 738620",,
6178,Creamier Handcrafted Ice Cream and Coffee (Gillman Barracks),"['Desserts', 'Western']",Desserts,Western,,Cafe, Gillman Barracks Lock Road 108927,"Gillman Barracks, 5A Lock Rd, 108927",4.4,798
6179,Teochew Cooked Food,"['Snacks', 'Teochew']",Snacks,Teochew,,Kiosk or Stall,#01-44 Kim Keat Palm Market and Food Centre Toa Payoh Lorong 7 310022,,,
6180,Pâtisserie CLÉ,"['Asian', 'Desserts', 'French', 'Western']",Asian,Desserts,French,Confectionery or Bakery,#01-01 Paya Lebar Office Centre Paya Lebar Road 409005,"29 Paya Lebar Road, Paya Lebar Office, Center, #01-01, 409005",4.4,67
6181,Azizi Muslim Food,"['Halal', 'Malaysian']",Halal,Malaysian,,Kiosk or Stall,#01-02 Chong Boon Food Centre Ang Mo Kio Avenue 10 561453,"Blk, 453A Ang Mo Kio Ave 10, Singapore 561453",4,1
6182,Ga-Hock Seafood,"['Asian', 'Chinese', 'Seafood', 'Zi Char']",Asian,Chinese,Seafood,Cafe, Hup Choon Eating House Upper Bukit Timah Road 678133,"794 Upper Bukit Timah Rd, Singapore 678133",4,898
6183,Feng Yuan Coffee Tea Drink,['Drinks'],Drinks,,,Kiosk or Stall,#01-180 Chong Pang Food Centre Yishun Ring Road 760105,"105 Yishun Ring Rd, Singapore 760105",3,1
6184,Malaysia Pontian Wanton Noodles,"['Malaysian', 'Snacks']",Malaysian,Snacks,,Kiosk or Stall,#01-132 Chong Pang Food Centre Yishun Ring Road 760105,"104 Yishun Ring Rd, Singapore 760104",2,2
6185,Choon Seng Teochew Porridge,"['Asian', 'Chinese', 'Teochew']",Asian,Chinese,Teochew,Cafe,#01-09  Cambridge Road 210043,"43 Cambridge Rd, Block 43, Singapore 210043",4.1,76
6186,Tian Wang Soya Beancurd and Dessert Specialist,['Fruits & Drinks'],Fruits & Drinks,,,Cafe,#01-04 Junction 10 Woodlands Road 677899,"1 Woodlands Rd, Singapore 677899",5,1
6187,Subway (City Square Mall),"['American', 'Snacks', 'Western']",American,Snacks,Western,Cafe,#B1-07 City Square Mall Kitchener Road 208539,"180 Kitchener Rd, Unit #B1 - 07, Singapore 208539",4.4,114
6188,Ocean King Holdings,"['Asian', 'Halal']",Asian,Halal,,Food Retailer, Little India Conservation Area Dickson Road 209512,"30 Dickson Rd, Singapore 209512",,
6189,Q Bread 1,"['Asian', 'Local', 'Singaporean']",Asian,Local,Singaporean,Confectionery or Bakery,#01-05 Kranji MRT Station Woodlands Road 738702,"960 Woodlands Rd, Singapore 738702",,
6190,Hoe Soon,['Chinese'],Chinese,,,Kiosk or Stall,#01-158 Chong Pang Food Centre Yishun Ring Road 760105,"40, 38 Joo Chiat Pl, 427764",3.9,296
6191,Plonk on Maju,"['Australian', 'European', 'French', 'Italian', 'Modern European', 'Pizza', 'Western']",Australian,European,French,Bar or Pub, Serangoon Garden Estate Maju Avenue 556685,"7 Maju Ave, Singapore 556685",4.2,274
6192,Teo Seng Eating House (Geylang),"['Asian', 'Chinese', 'Teochew']",Asian,Chinese,Teochew,Restaurant,  Geylang Road 389338,"351 Geylang Rd, Singapore 389372",,
6193,Chateraise (The Clementi Mall),"['Desserts', 'Japanese']",Desserts,Japanese,,Confectionery or Bakery,#B1-03/04 The Clementi Mall Commonwealth Avenue West 129588,"3155 Commonwealth Ave W, #B1-03/04, Singapore 129588",4.5,131
6194,Maxwell (Kreta Ayer) Fish Soup,"['Asian', 'Chinese', 'Local']",Asian,Chinese,Local,Kiosk or Stall,  Telok Ayer Street 068590,,,
6195,Tempura Oji,['Japanese'],Japanese,,,Restaurant,  Kreta Ayer Road 089008,"51 Kreta Ayer Rd, Singapore 089008",3.7,80
6196,Finest Songkee's Cuisine,['Chinese'],Chinese,,,Restaurant,  Upper Serangoon Road 534547,"532 Upper Serangoon Rd, Singapore 534547",3.6,409
6197,Yummy Thai (Thai Cuisine),"['Asian', 'Thai']",Asian,Thai,,Kiosk or Stall,#01-161 Old Airport Road Food Centre Old Airport Road 390051,"Blk, 51 Old Airport Rd, #01-161, Singapore 390051",4.2,5
6198,Duke Bakery (myVillage @ Serangoon Garden),['Snacks'],Snacks,,,Confectionery or Bakery,#B1-K3/K4 Myvillage At Serangoon Garden Maju Avenue 556679,"1 Maju Ave, #B1-K3/K4, Singapore 556679",3.6,5
6199,Chateraise (ChinaTown Point),"['Desserts', 'Japanese']",Desserts,Japanese,,Confectionery or Bakery,#01-40 Chinatown Point New Bridge Road 059413,"133 New Bridge Rd, #01-40, Singapore 059413",4.2,44
6200,Oiishii Corner,['Japanese'],Japanese,,,Kiosk or Stall,#01-61 Kim Keat Palm Market & Food Centre Lorong 7 Toa Payoh 310022,"22 Lor 7 Toa Payoh, #01-61, Singapore 311022",4.6,44
6201,Cedele (Great World City),['Western'],Western,,,Restaurant,#B1-115/116 Great World City Kim Seng Promenade 237994,"1 Kim Seng Promenade, #B1-115/116 Great World, Singapore 237994",3.1,150
6202,Tai Fatt Hou Cuisine,"['Asian', 'Chinese']",Asian,Chinese,,Kiosk or Stall,#01-24 Chong Wah Coffee & Restaurant Hoy Fatt Road 151028,"28 Hoy Fatt Rd, Singapore 151028",,
6203,Jack's Place Restaurant (Ang Mo Kio),"['American', 'Steak and Grills']",American,Steak and Grills,,Restaurant,#01-4274 Ang Mo Kio Courts Ang Mo Kio Avenue 6 560730,"730 Ang Mo Kio Ave 6, Singapore 560730",3.8,816
6204,Zhong Xing Ban Mian,"['Chinese', 'Singaporean']",Chinese,Singaporean,,Kiosk or Stall,#01-46 Bedok Interchange Food Centre New Upper Changi Road 462208,"207 New Upper Changi Rd, Singapore 460207",3.8,8
6205,Jack's Place Restaurant (Orangetee Building),"['American', 'Steak and Grills']",American,Steak and Grills,,Restaurant,#01-01A Orangetee Building Lorong 6 Toa Payoh 319402,"430 Lor 6 Toa Payoh, #01-01A, Singapore 319402",3.9,510
6206,Nawra Fine Food,"['Asian', 'Malaysian']",Asian,Malaysian,,Kiosk or Stall,#01-01 Market & Hawker Centre Ang Mo Kio Avenue 10 561453,"Blk 453A Ang Mo Kio Avenue 10 #01-01, 561453",5,1
6207,Cai Ji Fried Fish Soup,[None],,,,Hawker,#01-10 Chong Boon Market And Food Centre Ang Mo Kio Avenue 10 561453,"453A Ang Mo Kio Ave 10, Singapore 561453",3.3,3
6208,Tai Chong Coffee Shop,"['Asian', 'Chinese']",Asian,Chinese,,Restaurant,  Upper Bukit Timah Road 678159,"20 Ghim Moh Rd, #01-48, Singapore 270020",,
6209,Chirashi King Kong (Millenia Walk),['Japanese'],Japanese,,,Restaurant,#02-17 Millenia Walk Raffles Boulevard 039596,"9 Raffles Boulevard #02-17 Millenia Walk, 039596",4.5,151
6210,Lian Yin Hot & Cold Drinks,"['Desserts', 'Drinks', 'Singaporean']",Desserts,Drinks,Singaporean,Kiosk or Stall,#01-148 Chong Pang Food Centre Yishun Ring Road 760105,"104 Yishun Ring Rd, Singapore 760104",5,1
6211,WOK,"['Chinese', 'Fusion', 'Japanese', 'Malaysian', 'Thai']",Chinese,Fusion,Japanese,Restaurant,  Tuas Bay Drive 637548,"2 Tuas South Street 2, #01-08 SPRINTECS INDUSTRIAL BUILDING, Singapore 637895",3,1
6212,Maison Kayser (My Village @ Serangoon Garden),"['Desserts', 'French', 'Snacks']",Desserts,French,Snacks,Cafe,#01-26/27/28 MyVillage at Serangoon Maju Avenue 556679,"14 Maju Ave, Maju Mall, Singapore 556691",3.9,138
6213,Wan Nian Stone Pot Fish,['Chinese'],Chinese,,,Restaurant, Kreta Ayer Conservation Area Smith Street 058959,"52 Smith St, Singapore 058959",,
6214,Tian Ji Niang Dou Fu,"['Local', 'Singaporean']",Local,Singaporean,,Kiosk or Stall,#01-52 Seah Im Food Centre Seah Im Road 099114,"81 Telok Blangah Rd, Singapore 098867 Telok Blangah Rd, Singapore 098867",3.8,25
6215,85 Guan Guan Seafood,"['Chinese', 'Seafood']",Chinese,Seafood,,Kiosk or Stall,#01-498 Siglap Lucky Valley Bedok South Avenue 3 460069,85 Bedok North Rd,4,2
6216,Big Larry's,['Western'],Western,,,Restaurant,#01-08.09 PSA Tanking Pagar Complex Keppel Road 083053,"Keppel Rd, Singapore 089058",,
6217,Nana De Coco,['Drinks'],Drinks,,,Kiosk or Stall,#01-46 The Midtown Upper Serangoon Road 533971,"69 Punggol Central, #08-22 Watertown, Singapore 828754",5,1
6218,Ah Ma Lor Mee,['Chinese'],Chinese,,,Kiosk or Stall,  Choa Chu Kang Avenue 7 681810,"810 Choa Chu Kang Ave 7, Singapore 681810",4,22
6219,Hao Lai Wu Steamboat and BBQ,"['Barbecue', 'Chinese', 'Steamboat']",Barbecue,Chinese,Steamboat,Restaurant, Kreta Ayer Conservation Area Sago Street 059012,"8 Sago St, Singapore 059012",3.6,297
6220,Teck Hin Fried Hor Fun,"['Asian', 'Chinese']",Asian,Chinese,,Kiosk or Stall,#01-44 Ghim Moh Market and Food Centre Ghim Moh Road 270020,"20 Ghim Moh Rd, #01-56, Singapore 270020",4.7,36
6221,Tian Hai Yao,"['Asian', 'Chinese']",Asian,Chinese,,Kiosk or Stall,  Macpherson Road 368231,,,
6222,Din Tai Fung (Chinatown Point),"['Asian', 'Chinese', 'Desserts', 'Shanghainese', 'Taiwanese']",Asian,Chinese,Desserts,Restaurant,#02-01 Chinatown Point New Bridge Road 059413,"133 New Bridge Rd, #02-01 Chinatown Point, Singapore 059413",4.3,616
6223,The Red Beret,"['Asian', 'Western']",Asian,Western,,Restaurant, Raintr33 Hotel Singapore Hendon Road 509673,"33 Hendon Rd, Singapore 509673",3.7,14
6224,BayWatch@Jen,"['Beer', 'Cocktails', 'Drinks', 'Wine']",Beer,Cocktails,Drinks,Bar or Pub,Level 19 Hotel Jen Orchardgateway Singapore Orchard Road 238858,"277 Orchard Rd, Singapore 238858",,
6225,Jack's Place Restaurant (Safra Punggol),"['American', 'Steak and Grills']",American,Steak and Grills,,Restaurant,#01-01 Safra Clubhouse (punggol) Sentul Crescent 828654,"SAFRA 01-01, 9 Sentul Cres, 828654",4,361
6226,Mediterranean Thai (Paya Lebar Square),"['Asian', 'Indochinese', 'Thai']",Asian,Indochinese,Thai,Restaurant,#02-13/14  Paya Lebar Road 409050,"60 Paya Lebar Rd, #02-13/14, Singapore 409051",1.7,3
6227,Korea House,['Korean'],Korean,,,Restaurant,  Killiney Road 239533,"87 Killiney Rd, Singapore 239533",4,99
6228,Dian Xiao Er (Hillion Mall),"['Asian', 'Chinese']",Asian,Chinese,,Restaurant,#01-08 Hillion Mall Petir Road 678278,"17 Petir Rd, #01-08, Singapore 678278",4,228
6229,NUS Ice Blends,['Fruits & Drinks'],Fruits & Drinks,,,Kiosk or Stall,#01-37 Blk 724 Ang Mo Kio Food Centre Ang Mo Kio Avenue 6 560724,,,
